original_icd_code,original_icd_version,canonical_icd_code,canonical_icd_version,long_title
H4714,10,H4714,10,Foster-Kennedy syndrome
95913,9,S39840,10,Fracture of corpus cavernosum penis
S39840,10,S39840,10,Fracture of corpus cavernosum penis
S0260,10,S0260,10,"Fracture of mandible, unspecified"
S02609,10,S0260,10,"Fracture of mandible, unspecified"
S328,10,S328,10,Fracture of other parts of pelvis
S3289,10,S328,10,Fracture of other parts of pelvis
52564,9,K08531,10,Fractured dental restorative material with loss of material
K08531,10,K08531,10,Fractured dental restorative material with loss of material
52563,9,K08530,10,Fractured dental restorative material without loss of material
K08530,10,K08530,10,Fractured dental restorative material without loss of material
79955,9,R41844,10,Frontal lobe and executive function deficit
R41844,10,R41844,10,Frontal lobe and executive function deficit
36421,9,H2081,10,Fuchs' heterochromic cyclitis
H2081,10,H2081,10,Fuchs' heterochromic cyclitis
78760,9,R159,10,Full incontinence of feces
R159,10,R159,10,Full incontinence of feces
5645,9,K591,10,Functional diarrhea
K591,10,K591,10,Functional diarrhea
2881,9,D71,10,Functional disorders of polymorphonuclear neutrophils
D71,10,D71,10,Functional disorders of polymorphonuclear neutrophils
78072,9,R532,10,Functional quadriplegia
R532,10,R532,10,Functional quadriplegia
78891,9,R3981,10,Functional urinary incontinence
R3981,10,R3981,10,Functional urinary incontinence
L0282,10,L0282,10,Furuncle of other sites
L02828,10,L0282,10,Furuncle of other sites
36833,9,H5332,10,Fusion with defective stereopsis
H5332,10,H5332,10,Fusion with defective stereopsis
78091,9,R6812,10,Fussy infant (baby)
R6812,10,R6812,10,Fussy infant (baby)
6116,9,N643,10,Galactorrhea not associated with childbirth
N643,10,N643,10,Galactorrhea not associated with childbirth
2711,9,E7421,10,Galactosemia
E7421,10,E7421,10,Galactosemia
56031,9,K563,10,Gallstone ileus
K563,10,K563,10,Gallstone ileus
V693,9,Z726,10,Gambling and betting
Z726,10,Z726,10,Gambling and betting
1025,9,A665,10,Gangosa
A665,10,A665,10,Gangosa
0400,9,A480,10,Gas gangrene
A480,10,A480,10,Gas gangrene
5371,9,K314,10,Gastric diverticulum
K314,10,K314,10,Gastric diverticulum
5581,9,K520,10,Gastroenteritis and colitis due to radiation
K520,10,K520,10,Gastroenteritis and colitis due to radiation
0222,9,A222,10,Gastrointestinal anthrax
A222,10,A222,10,Gastrointestinal anthrax
538,9,K9281,10,Gastrointestinal mucositis (ulcerative)
K9281,10,K9281,10,Gastrointestinal mucositis (ulcerative)
5363,9,K3184,10,Gastroparesis
K3184,10,K3184,10,Gastroparesis
75673,9,Q793,10,Gastroschisis
Q793,10,Q793,10,Gastroschisis
53640,9,K9420,10,"Gastrostomy complication, unspecified"
K9420,10,K9420,10,"Gastrostomy complication, unspecified"
V441,9,Z931,10,Gastrostomy status
Z931,10,Z931,10,Gastrostomy status
0941,9,A5217,10,General paresis
A5217,10,A5217,10,General paresis
30002,9,F411,10,Generalized anxiety disorder
F411,10,F411,10,Generalized anxiety disorder
7808,9,R61,10,Generalized hyperhidrosis
R61,10,R61,10,Generalized hyperhidrosis
2882,9,D720,10,Genetic anomalies of leukocytes
D720,10,D720,10,Genetic anomalies of leukocytes
V8401,9,Z1501,10,Genetic susceptibility to malignant neoplasm of breast
Z1501,10,Z1501,10,Genetic susceptibility to malignant neoplasm of breast
V8404,9,Z1504,10,Genetic susceptibility to malignant neoplasm of endometrium
Z1504,10,Z1504,10,Genetic susceptibility to malignant neoplasm of endometrium
V8402,9,Z1502,10,Genetic susceptibility to malignant neoplasm of ovary
Z1502,10,Z1502,10,Genetic susceptibility to malignant neoplasm of ovary
V8403,9,Z1503,10,Genetic susceptibility to malignant neoplasm of prostate
Z1503,10,Z1503,10,Genetic susceptibility to malignant neoplasm of prostate
V8481,9,Z1581,10,Genetic susceptibility to multiple endocrine neoplasia [MEN]
Z1581,10,Z1581,10,Genetic susceptibility to multiple endocrine neoplasia [MEN]
V8489,9,Z158,10,Genetic susceptibility to other disease
Z158,10,Z158,10,Genetic susceptibility to other disease
Z1589,10,Z158,10,Genetic susceptibility to other disease
V8409,9,Z1509,10,Genetic susceptibility to other malignant neoplasm
Z1509,10,Z1509,10,Genetic susceptibility to other malignant neoplasm
3336,9,G241,10,Genetic torsion dystonia
G241,10,G241,10,Genetic torsion dystonia
3511,9,G511,10,Geniculate ganglionitis
G511,10,G511,10,Geniculate ganglionitis
5291,9,K141,10,Geographic tongue
K141,10,K141,10,Geographic tongue
37064,9,H1641,10,Ghost vessels (corneal)
H1641,10,H1641,10,Ghost vessels (corneal)
52325,9,K0602,10,"Gingival recession, generalized"
K0602,10,K0602,10,"Gingival recession, generalized"
52324,9,K0601,10,"Gingival recession, localized"
K0601,10,K0601,10,"Gingival recession, localized"
024,9,A240,10,Glanders
A240,10,A240,10,Glanders
36582,9,H4081,10,Glaucoma with increased episcleral venous pressure
H4081,10,H4081,10,Glaucoma with increased episcleral venous pressure
36631,9,H2623,10,Glaucomatous flecks (subcapsular)
H2623,10,H2623,10,Glaucomatous flecks (subcapsular)
5290,9,K140,10,Glossitis
K140,10,K140,10,Glossitis
5296,9,K146,10,Glossodynia
K146,10,K146,10,Glossodynia
25511,9,E2602,10,Glucocorticoid-remediable aldosteronism
E2602,10,E2602,10,Glucocorticoid-remediable aldosteronism
7915,9,R81,10,Glycosuria
R81,10,R81,10,Glycosuria
1281,9,B831,10,Gnathostomiasis
B831,10,B831,10,Gnathostomiasis
36473,9,H2152,10,Goniosynechiae
H2152,10,H2152,10,Goniosynechiae
09850,9,A5442,10,Gonococcal arthritis
A5442,10,A5442,10,Gonococcal arthritis
0987,9,A546,10,Gonococcal infection of anus and rectum
A546,10,A546,10,Gonococcal infection of anus and rectum
09841,9,A5432,10,Gonococcal iridocyclitis
A5432,10,A5432,10,Gonococcal iridocyclitis
09843,9,A5433,10,Gonococcal keratitis
A5433,10,A5433,10,Gonococcal keratitis
09882,9,A5481,10,Gonococcal meningitis
A5481,10,A5481,10,Gonococcal meningitis
09886,9,A5485,10,Gonococcal peritonitis
A5485,10,A5485,10,Gonococcal peritonitis
2749,9,M109,10,"Gout, unspecified"
M109,10,M109,10,"Gout, unspecified"
27950,9,D89813,10,"Graft-versus-host disease, unspecified"
D89813,10,D89813,10,"Graft-versus-host disease, unspecified"
37153,9,H1853,10,Granular corneal dystrophy
H1853,10,H1853,10,Granular corneal dystrophy
0992,9,A58,10,Granuloma inguinale
A58,10,A58,10,Granuloma inguinale
37581,9,H0481,10,Granuloma of lacrimal passages
H0481,10,H0481,10,Granuloma of lacrimal passages
59971,9,R310,10,Gross hematuria
R310,10,R310,10,Gross hematuria
F1618,10,F1618,10,Hallucinogen abuse with other hallucinogen-induced disorder
F16188,10,F1618,10,Hallucinogen abuse with other hallucinogen-induced disorder
30533,9,F1611,10,"Hallucinogen abuse, in remission"
F1611,10,F1611,10,"Hallucinogen abuse, in remission"
F1628,10,F1628,10,Hallucinogen dependence with other hallucinogen-induced disorder
F16288,10,F1628,10,Hallucinogen dependence with other hallucinogen-induced disorder
30453,9,F1621,10,"Hallucinogen dependence, in remission"
F1621,10,F1621,10,"Hallucinogen dependence, in remission"
7352,9,M202,10,Hallux rigidus
M202,10,M202,10,Hallux rigidus
7350,9,M201,10,Hallux valgus (acquired)
M201,10,M201,10,Hallux valgus (acquired)
7351,9,M203,10,Hallux varus (acquired)
M203,10,M203,10,Hallux varus (acquired)
36322,9,H3081,10,Harada's disease
H3081,10,H3081,10,Harada's disease
28262,9,D570,10,Hb-SS disease with crisis
D570,10,D570,10,Hb-SS disease with crisis
7840,9,R51,10,Headache
R51,10,R51,10,Headache
33982,9,G4482,10,Headache associated with sexual activity
G4482,10,G4482,10,Headache associated with sexual activity
V650,9,Z763,10,Healthy person accompanying sick person
Z763,10,Z763,10,Healthy person accompanying sick person
4299,9,I519,10,"Heart disease, unspecified"
I519,10,I519,10,"Heart disease, unspecified"
4289,9,I509,10,"Heart failure, unspecified"
I509,10,I509,10,"Heart failure, unspecified"
7871,9,R12,10,Heartburn
R12,10,R12,10,Heartburn
9927,9,T677,10,Heat edema
T677,10,T677,10,Heat edema
9924,9,T674,10,Heat exhaustion due to salt depletion
T674,10,T674,10,Heat exhaustion due to salt depletion
9923,9,T673,10,"Heat exhaustion, anhydrotic"
T673,10,T673,10,"Heat exhaustion, anhydrotic"
9925,9,T675,10,"Heat exhaustion, unspecified"
T675,10,T675,10,"Heat exhaustion, unspecified"
9926,9,T676,10,"Heat fatigue, transient"
T676,10,T676,10,"Heat fatigue, transient"
9921,9,T671,10,Heat syncope
T671,10,T671,10,Heat syncope
T670,10,T670,10,Heatstroke and sunstroke
T6701,10,T670,10,Heatstroke and sunstroke
T6701XA,10,T6701XA,10,"Heatstroke and sunstroke, initial encounter"
T670XXA,10,T6701XA,10,"Heatstroke and sunstroke, initial encounter"
T6701XS,10,T6701XS,10,"Heatstroke and sunstroke, sequela"
T670XXS,10,T6701XS,10,"Heatstroke and sunstroke, sequela"
T6701XD,10,T6701XD,10,"Heatstroke and sunstroke, subsequent encounter"
T670XXD,10,T6701XD,10,"Heatstroke and sunstroke, subsequent encounter"
22804,9,D1803,10,Hemangioma of intra-abdominal structures
D1803,10,D1803,10,Hemangioma of intra-abdominal structures
22802,9,D1802,10,Hemangioma of intracranial structures
D1802,10,D1802,10,Hemangioma of intracranial structures
22809,9,D1809,10,Hemangioma of other sites
D1809,10,D1809,10,Hemangioma of other sites
22801,9,D1801,10,Hemangioma of skin and subcutaneous tissue
D1801,10,D1801,10,Hemangioma of skin and subcutaneous tissue
71917,9,M2507,10,"Hemarthrosis, ankle and foot"
M2507,10,M2507,10,"Hemarthrosis, ankle and foot"
71914,9,M2504,10,"Hemarthrosis, hand"
M2504,10,M2504,10,"Hemarthrosis, hand"
5780,9,K920,10,Hematemesis
K920,10,K920,10,Hematemesis
6207,9,N837,10,Hematoma of broad ligament
N837,10,N837,10,Hematoma of broad ligament
6214,9,N857,10,Hematometra
N857,10,N857,10,Hematometra
60882,9,R361,10,Hematospermia
R361,10,R361,10,Hematospermia
5997,9,R31,10,Hematuria
R31,10,R31,10,Hematuria
59970,9,R319,10,"Hematuria, unspecified"
R319,10,R319,10,"Hematuria, unspecified"
33941,9,G4451,10,Hemicrania continua
G4451,10,G4451,10,Hemicrania continua
27502,9,E83111,10,Hemochromatosis due to repeated red blood cell transfusions
E83111,10,E83111,10,Hemochromatosis due to repeated red blood cell transfusions
28247,9,D565,10,Hemoglobin E-beta thalassemia
D565,10,D565,10,Hemoglobin E-beta thalassemia
7912,9,R823,10,Hemoglobinuria
R823,10,R823,10,Hemoglobinuria
28311,9,D593,10,Hemolytic-uremic syndrome
D593,10,D593,10,Hemolytic-uremic syndrome
3200,9,G000,10,Hemophilus meningitis
G000,10,G000,10,Hemophilus meningitis
7863,9,R042,10,Hemoptysis
R042,10,R042,10,Hemoptysis
R048,10,R048,10,Hemorrhage from other sites in respiratory passages
R0489,10,R048,10,Hemorrhage from other sites in respiratory passages
7848,9,R041,10,Hemorrhage from throat
R041,10,R041,10,Hemorrhage from throat
36372,9,H3141,10,Hemorrhagic choroidal detachment
H3141,10,H3141,10,Hemorrhagic choroidal detachment
36243,9,H3573,10,Hemorrhagic detachment of retinal pigment epithelium
H3573,10,H3573,10,Hemorrhagic detachment of retinal pigment epithelium
7760,9,P53,10,Hemorrhagic disease of newborn
P53,10,P53,10,Hemorrhagic disease of newborn
5722,9,K7682,10,Hepatic encephalopathy
K7682,10,K7682,10,Hepatic encephalopathy
5735,9,K7681,10,Hepatopulmonary syndrome
K7681,10,K7681,10,Hepatopulmonary syndrome
5724,9,K767,10,Hepatorenal syndrome
K767,10,K767,10,Hepatorenal syndrome
5205,9,K005,10,"Hereditary disturbances in tooth structure, not elsewhere classified"
K005,10,K005,10,"Hereditary disturbances in tooth structure, not elsewhere classified"
2821,9,D581,10,Hereditary elliptocytosis
D581,10,D581,10,Hereditary elliptocytosis
2712,9,E7412,10,Hereditary fructose intolerance
E7412,10,E7412,10,Hereditary fructose intolerance
27501,9,E83110,10,Hereditary hemochromatosis
E83110,10,E83110,10,Hereditary hemochromatosis
2829,9,D589,10,"Hereditary hemolytic anemia, unspecified"
D589,10,D589,10,"Hereditary hemolytic anemia, unspecified"
4480,9,I780,10,Hereditary hemorrhagic telangiectasia
I780,10,I780,10,Hereditary hemorrhagic telangiectasia
37716,9,H4722,10,Hereditary optic atrophy
H4722,10,H4722,10,Hereditary optic atrophy
3341,9,G114,10,Hereditary spastic paraplegia
G114,10,G114,10,Hereditary spastic paraplegia
2820,9,D580,10,Hereditary spherocytosis
D580,10,D580,10,Hereditary spherocytosis
05474,9,B0082,10,Herpes simplex myelitis
B0082,10,B0082,10,Herpes simplex myelitis
36847,9,H5347,10,Heteronymous bilateral field defects
H5347,10,H5347,10,Heteronymous bilateral field defects
7868,9,R066,10,Hiccough
R066,10,R066,10,Hiccough
75265,9,Q5564,10,Hidden penis
Q5564,10,Q5564,10,Hidden penis
32722,9,G4732,10,High altitude periodic breathing
G4732,10,G4732,10,High altitude periodic breathing
7041,9,L680,10,Hirsutism
L680,10,L680,10,Hirsutism
V605,9,Z755,10,Holiday relief care
Z755,10,Z755,10,Holiday relief care
36846,9,H5346,10,Homonymous bilateral field defects
H5346,10,H5346,10,Homonymous bilateral field defects
37311,9,H0001,10,Hordeolum externum
H0001,10,H0001,10,Hordeolum externum
37312,9,H0002,10,Hordeolum internum
H0002,10,H0002,10,Hordeolum internum
36132,9,H3331,10,Horseshoe tear of retina without detachment
H3331,10,H3331,10,Horseshoe tear of retina without detachment
05821,9,B1001,10,Human herpesvirus 6 encephalitis
B1001,10,B1001,10,Human herpesvirus 6 encephalitis
05881,9,B1081,10,Human herpesvirus 6 infection
B1081,10,B1081,10,Human herpesvirus 6 infection
05882,9,B1082,10,Human herpesvirus 7 infection
B1082,10,B1082,10,Human herpesvirus 7 infection
042,9,B20,10,Human immunodeficiency virus [HIV] disease
B20,10,B20,10,Human immunodeficiency virus [HIV] disease
2755,9,E8381,10,Hungry bone syndrome
E8381,10,E8381,10,Hungry bone syndrome
E9080,9,X370,10,Hurricane
X370,10,X370,10,Hurricane
630,9,O01,10,Hydatidiform mole
O01,10,O01,10,Hydatidiform mole
6039,9,N433,10,"Hydrocele, unspecified"
N433,10,N433,10,"Hydrocele, unspecified"
74253,9,Q064,10,Hydromyelia
Q064,10,Q064,10,Hydromyelia
7733,9,P560,10,Hydrops fetalis due to isoimmunization
P560,10,P560,10,Hydrops fetalis due to isoimmunization
5753,9,K821,10,Hydrops of gallbladder
K821,10,K821,10,Hydrops of gallbladder
5935,9,N134,10,Hydroureter
N134,10,N134,10,Hydroureter
1236,9,B710,10,Hymenolepiasis
B710,10,B710,10,Hymenolepiasis
38842,9,H9323,10,Hyperacusis
H9323,10,H9323,10,Hyperacusis
25510,9,E269,10,"Hyperaldosteronism, unspecified"
E269,10,E269,10,"Hyperaldosteronism, unspecified"
27542,9,E8352,10,Hypercalcemia
E8352,10,E8352,10,Hypercalcemia
5215,9,K034,10,Hypercementosis
K034,10,K034,10,Hypercementosis
2723,9,E783,10,Hyperchylomicronemia
E783,10,E783,10,Hyperchylomicronemia
3670,9,H520,10,Hypermetropia
H520,10,H520,10,Hypermetropia
7285,9,M357,10,Hypermobility syndrome
M357,10,M357,10,Hypermobility syndrome
78443,9,R4921,10,Hypernasality
R4921,10,R4921,10,Hypernasality
7333,9,M852,10,Hyperostosis of skull
M852,10,M852,10,Hyperostosis of skull
25200,9,E213,10,"Hyperparathyroidism, unspecified"
E213,10,E213,10,"Hyperparathyroidism, unspecified"
36581,9,H4082,10,Hypersecretion glaucoma
H4082,10,H4082,10,Hypersecretion glaucoma
78054,9,G4710,10,"Hypersomnia, unspecified"
G4710,10,G4710,10,"Hypersomnia, unspecified"
2894,9,D731,10,Hypersplenism
D731,10,D731,10,Hypersplenism
4372,9,I674,10,Hypertensive encephalopathy
I674,10,I674,10,Hypertensive encephalopathy
36211,9,H3503,10,Hypertensive retinopathy
H3503,10,H3503,10,Hypertensive retinopathy
37454,9,H0286,10,Hypertrichosis of eyelid
H0286,10,H0286,10,Hypertrichosis of eyelid
4251,9,4251,9,Hypertrophic obstructive cardiomyopathy
42511,9,4251,9,Hypertrophic obstructive cardiomyopathy
6111,9,N62,10,Hypertrophy of breast
N62,10,N62,10,Hypertrophy of breast
5931,9,N2881,10,Hypertrophy of kidney
N2881,10,N2881,10,Hypertrophy of kidney
4780,9,J343,10,Hypertrophy of nasal turbinates
J343,10,J343,10,Hypertrophy of nasal turbinates
5271,9,K111,10,Hypertrophy of salivary gland
K111,10,K111,10,Hypertrophy of salivary gland
5293,9,K143,10,Hypertrophy of tongue papillae
K143,10,K143,10,Hypertrophy of tongue papillae
6212,9,N852,10,Hypertrophy of uterus
N852,10,N852,10,Hypertrophy of uterus
78601,9,R064,10,Hyperventilation
R064,10,R064,10,Hyperventilation
2782,9,E670,10,Hypervitaminosis A
E670,10,E670,10,Hypervitaminosis A
2784,9,E673,10,Hypervitaminosis D
E673,10,E673,10,Hypervitaminosis D
33981,9,G4481,10,Hypnic headache
