icd_code,icd_version,long_title
I674,10,Hypertensive encephalopathy
36211,9,Hypertensive retinopathy
H3503,10,Hypertensive retinopathy
37454,9,Hypertrichosis of eyelid
H0286,10,Hypertrichosis of eyelid
4251,9,Hypertrophic obstructive cardiomyopathy
42511,9,Hypertrophic obstructive cardiomyopathy
6111,9,Hypertrophy of breast
N62,10,Hypertrophy of breast
5931,9,Hypertrophy of kidney
N2881,10,Hypertrophy of kidney
4780,9,Hypertrophy of nasal turbinates
J343,10,Hypertrophy of nasal turbinates
5271,9,Hypertrophy of salivary gland
K111,10,Hypertrophy of salivary gland
5293,9,Hypertrophy of tongue papillae
K143,10,Hypertrophy of tongue papillae
6212,9,Hypertrophy of uterus
N852,10,Hypertrophy of uterus
78601,9,Hyperventilation
R064,10,Hyperventilation
2782,9,Hypervitaminosis A
E670,10,Hypervitaminosis A
2784,9,Hypervitaminosis D
E673,10,Hypervitaminosis D
33981,9,Hypnic headache
G4481,10,Hypnic headache
30271,9,Hypoactive sexual desire disorder
F520,10,Hypoactive sexual desire disorder
27541,9,Hypocalcemia
E8351,10,Hypocalcemia
3007,9,Hypochondriasis
F4521,10,Hypochondriasis
2512,9,"Hypoglycemia, unspecified"
E162,10,"Hypoglycemia, unspecified"
78444,9,Hyponasality
R4922,10,Hyponasality
2521,9,Hypoparathyroidism
E20,10,Hypoparathyroidism
61182,9,Hypoplasia of breast
N6482,10,Hypoplasia of breast
75232,9,Hypoplasia of uterus
Q51811,10,Hypoplasia of uterus
7467,9,Hypoplastic left heart syndrome
Q234,10,Hypoplastic left heart syndrome
36405,9,Hypopyon
H2005,10,Hypopyon
75261,9,Hypospadias
Q54,10,Hypospadias
45821,9,Hypotension of hemodialysis
I953,10,Hypotension of hemodialysis
4589,9,"Hypotension, unspecified"
I959,10,"Hypotension, unspecified"
9916,9,Hypothermia
T68,10,Hypothermia
27652,9,Hypovolemia
E861,10,Hypovolemia
79902,9,Hypoxemia
R0902,10,Hypoxemia
27783,9,Iatrogenic carnitine deficiency
E7143,10,Iatrogenic carnitine deficiency
37121,9,Idiopathic corneal edema
H1822,10,Idiopathic corneal edema
32711,9,Idiopathic hypersomnia with long sleep time
G4711,10,Idiopathic hypersomnia with long sleep time
32712,9,Idiopathic hypersomnia without long sleep time
G4712,10,Idiopathic hypersomnia without long sleep time
51630,9,"Idiopathic interstitial pneumonia, not otherwise specified"
J84111,10,"Idiopathic interstitial pneumonia, not otherwise specified"
51632,9,Idiopathic non-specific interstitial pneumonitis
J84113,10,Idiopathic non-specific interstitial pneumonitis
51631,9,Idiopathic pulmonary fibrosis
J84112,10,Idiopathic pulmonary fibrosis
5161,9,Idiopathic pulmonary hemosiderosis
J8403,10,Idiopathic pulmonary hemosiderosis
7081,9,Idiopathic urticaria
L501,10,Idiopathic urticaria
V442,9,Ileostomy status
Z932,10,Ileostomy status
9914,9,Immersion foot
T6902,10,Immersion foot
28731,9,Immune thrombocytopenic purpura
D693,10,Immune thrombocytopenic purpura
Z288,10,Immunization not carried out for other reason
Z2889,10,Immunization not carried out for other reason
3804,9,Impacted cerumen
H612,10,Impacted cerumen
79021,9,Impaired fasting glucose
R7301,10,Impaired fasting glucose
75242,9,Imperforate hymen
Q523,10,Imperforate hymen
684,9,Impetigo
L01,10,Impetigo
L010,10,Impetigo
79923,9,Impulsiveness
R4587,10,Impulsiveness
V601,9,Inadequate housing
Z591,10,Inadequate housing
E8733,9,Inadvertent exposure of patient to radiation during medical care
Y633,10,Inadvertent exposure of patient to radiation during medical care
6310,9,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy
O0281,10,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy
V691,9,Inappropriate diet and eating habits
Z724,10,Inappropriate diet and eating habits
61881,9,Incompetence or weakening of pubocervical tissue
N8182,10,Incompetence or weakening of pubocervical tissue
61882,9,Incompetence or weakening of rectovaginal tissue
N8183,10,Incompetence or weakening of rectovaginal tissue
78761,9,Incomplete defecation
R150,10,Incomplete defecation
79382,9,Inconclusive mammogram
R922,10,Inconclusive mammogram
78834,9,Incontinence without sensory awareness
N3942,10,Incontinence without sensory awareness
7527,9,Indeterminate sex and pseudohermaphroditism
Q56,10,Indeterminate sex and pseudohermaphroditism
04041,9,Infant botulism
A4851,10,Infant botulism
6031,9,Infected hydrocele
N431,10,Infected hydrocele
99666,9,Infection and inflammatory reaction due to internal joint prosthesis
T845,10,Infection and inflammatory reaction due to internal joint prosthesis
T857,10,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts"
T8579,10,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts"
99668,9,Infection and inflammatory reaction due to peritoneal dialysis catheter
T8571,10,Infection and inflammatory reaction due to peritoneal dialysis catheter
T835,10,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system"
T8359,10,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system"
53901,9,Infection due to gastric band procedure
K9501,10,Infection due to gastric band procedure
53981,9,Infection due to other bariatric procedure
K9581,10,Infection due to other bariatric procedure
075,9,Infectious mononucleosis
B27,10,Infectious mononucleosis
7280,9,Infective myositis
M600,10,Infective myositis
M6000,10,"Infective myositis, unspecified site"
M60009,10,"Infective myositis, unspecified site"
1349,9,"Infestation, unspecified"
B889,10,"Infestation, unspecified"
70211,9,Inflamed seborrheic keratosis
L820,10,Inflamed seborrheic keratosis
37961,9,"Inflammation (infection) of postprocedural bleb, stage 1"
H5941,10,"Inflammation (infection) of postprocedural bleb, stage 1"
37962,9,"Inflammation (infection) of postprocedural bleb, stage 2"
H5942,10,"Inflammation (infection) of postprocedural bleb, stage 2"
37963,9,"Inflammation (infection) of postprocedural bleb, stage 3"
H5943,10,"Inflammation (infection) of postprocedural bleb, stage 3"
37960,9,"Inflammation (infection) of postprocedural bleb, unspecified"
H5940,10,"Inflammation (infection) of postprocedural bleb, unspecified"
48889,9,Influenza due to identified novel influenza A virus with other manifestations
J09X9,10,Influenza due to identified novel influenza A virus with other manifestations
48882,9,Influenza due to identified novel influenza A virus with other respiratory manifestations
J09X2,10,Influenza due to identified novel influenza A virus with other respiratory manifestations
48881,9,Influenza due to identified novel influenza A virus with pneumonia
J09X1,10,Influenza due to identified novel influenza A virus with pneumonia
J108,10,Influenza due to other identified influenza virus with other manifestations
J1089,10,Influenza due to other identified influenza virus with other manifestations
J118,10,Influenza due to unidentified influenza virus with other manifestations
J1189,10,Influenza due to unidentified influenza virus with other manifestations
7030,9,Ingrowing nail
L600,10,Ingrowing nail
7402,9,Iniencephaly
Q002,10,Iniencephaly
1020,9,Initial lesions of yaws
A660,10,Initial lesions of yaws
S6449,10,Injury of digital nerve of other finger
S64498,10,Injury of digital nerve of other finger
S358,10,"Injury of other blood vessels at abdomen, lower back and pelvis level"
S358X,10,"Injury of other blood vessels at abdomen, lower back and pelvis level"
S048,10,Injury of other cranial nerves
S0489,10,Injury of other cranial nerves
S368,10,Injury of other intra-abdominal organs
S3689,10,Injury of other intra-abdominal organs
S948,10,Injury of other nerves at ankle and foot level
S948X,10,Injury of other nerves at ankle and foot level
S548,10,Injury of other nerves at forearm level
S548X,10,Injury of other nerves at forearm level
S748,10,Injury of other nerves at hip and thigh level
S748X,10,Injury of other nerves at hip and thigh level
S848,10,Injury of other nerves at lower leg level
S8480,10,Injury of other nerves at lower leg level
S448,10,Injury of other nerves at shoulder and upper arm level
S448X,10,Injury of other nerves at shoulder and upper arm level
S648,10,Injury of other nerves at wrist and hand level
S648X,10,Injury of other nerves at wrist and hand level
S278,10,Injury of other specified intrathoracic organs
S2789,10,Injury of other specified intrathoracic organs
78052,9,"Insomnia, unspecified"
G4700,10,"Insomnia, unspecified"
52454,9,Insufficient anterior guidance
M2654,10,Insufficient anterior guidance
X83,10,Intentional self-harm by other specified means
X838,10,Intentional self-harm by other specified means
1031,9,Intermediate lesions of pinta
A671,10,Intermediate lesions of pinta
36521,9,Intermittent angle-closure glaucoma
H4023,10,Intermittent angle-closure glaucoma
37634,9,Intermittent exophthalmos
H0525,10,Intermittent exophthalmos
31234,9,Intermittent explosive disorder
F6381,10,Intermittent explosive disorder
37886,9,Internuclear ophthalmoplegia
H512,10,Internuclear ophthalmoplegia
74711,9,Interruption of aortic arch
Q2521,10,Interruption of aortic arch
5181,9,Interstitial emphysema
J982,10,Interstitial emphysema
72881,9,Interstitial myositis
M601,10,Interstitial myositis
1279,9,"Intestinal helminthiasis, unspecified"
B820,10,"Intestinal helminthiasis, unspecified"
129,9,"Intestinal parasitism, unspecified"
B829,10,"Intestinal parasitism, unspecified"
2181,9,Intramural leiomyoma of uterus
D251,10,Intramural leiomyoma of uterus
6215,9,Intrauterine synechiae
N856,10,Intrauterine synechiae
60822,9,Intravaginal torsion of spermatic cord
N4402,10,Intravaginal torsion of spermatic cord
38162,9,Intrinsic cartilagenous obstruction of Eustachian tube
H6812,10,Intrinsic cartilagenous obstruction of Eustachian tube
5600,9,Intussusception
K561,10,Intussusception
36476,9,Iridodialysis
H2153,10,Iridodialysis
36452,9,Iridoschisis
H2125,10,Iridoschisis
2800,9,Iron deficiency anemia secondary to blood loss (chronic)
D500,10,Iron deficiency anemia secondary to blood loss (chronic)
2809,9,"Iron deficiency anemia, unspecified"
D509,10,"Iron deficiency anemia, unspecified"
59582,9,Irradiation cystitis
N304,10,Irradiation cystitis
36722,9,Irregular astigmatism
H5221,10,Irregular astigmatism
5641,9,Irritable bowel syndrome
K58,10,Irritable bowel syndrome
L248,10,Irritant contact dermatitis due to other agents
L2489,10,Irritant contact dermatitis due to other agents
37741,9,Ischemic optic neuropathy
H4701,10,Ischemic optic neuropathy
0620,9,Japanese encephalitis
A830,10,Japanese encephalitis
78492,9,Jaw pain
R6884,10,Jaw pain
7321,9,Juvenile osteochondrosis of hip and pelvis
M91,10,Juvenile osteochondrosis of hip and pelvis
7320,9,Juvenile osteochondrosis of spine
M420,10,Juvenile osteochondrosis of spine
71607,9,"Kaschin-Beck disease, ankle and foot"
M1217,10,"Kaschin-Beck disease, ankle and foot"
71604,9,"Kaschin-Beck disease, hand"
M1214,10,"Kaschin-Beck disease, hand"
71609,9,"Kaschin-Beck disease, multiple sites"
M1219,10,"Kaschin-Beck disease, multiple sites"
37114,9,Kayser-Fleischer ring
H1804,10,Kayser-Fleischer ring
37033,9,"Keratoconjunctivitis sicca, not specified as Sjogren's"
H1622,10,"Keratoconjunctivitis sicca, not specified as Sjogren's"
37160,9,"Keratoconus, unspecified"
H1860,10,"Keratoconus, unspecified"
7215,9,Kissing spine
M482,10,Kissing spine
31232,9,Kleptomania
F632,10,Kleptomania
75616,9,Klippel-Feil syndrome
Q761,10,Klippel-Feil syndrome
0460,9,Kuru
A8181,10,Kuru
260,9,Kwashiorkor
E40,10,Kwashiorkor
A982,10,Kyasanur Forest disease
0652,9,Kyasanur forest disease
4161,9,Kyphoscoliotic heart disease
I271,10,Kyphoscoliotic heart disease
O698,10,Labor and delivery complicated by other cord complications
O6989,10,Labor and delivery complicated by other cord complications
H832,10,Labyrinthine dysfunction
H832X,10,Labyrinthine dysfunction
V690,9,Lack of physical exercise
Z723,10,Lack of physical exercise
52457,9,Lack of posterior occlusal support
M2657,10,Lack of posterior occlusal support
37561,9,Lacrimal fistula
H0461,10,Lacrimal fistula
35831,9,Lambert-Eaton syndrome in neoplastic disease
G731,10,Lambert-Eaton syndrome in neoplastic disease
35830,9,"Lambert-Eaton syndrome, unspecified"
G7080,10,"Lambert-Eaton syndrome, unspecified"
V6441,9,Laparoscopic surgical procedure converted to open procedure
Z5331,10,Laparoscopic surgical procedure converted to open procedure
0323,9,Laryngeal diphtheria
A362,10,Laryngeal diphtheria
47875,9,Laryngeal spasm
J385,10,Laryngeal spasm
0906,9,"Late congenital syphilis, latent"
A506,10,"Late congenital syphilis, latent"
0907,9,"Late congenital syphilis, unspecified"
A507,10,"Late congenital syphilis, unspecified"
1032,9,Late lesions of pinta
A672,10,Late lesions of pinta
7757,9,Late metabolic acidosis of newborn
P740,10,Late metabolic acidosis of newborn
096,9,"Late syphilis, latent"
A528,10,"Late syphilis, latent"
0970,9,"Late syphilis, unspecified"
A529,10,"Late syphilis, unspecified"
37952,9,Latent nystagmus
H5502,10,Latent nystagmus
1028,9,Latent yaws
A668,10,Latent yaws
72632,9,Lateral epicondylitis
M771,10,Lateral epicondylitis
37154,9,Lattice corneal dystrophy
H1854,10,Lattice corneal dystrophy
T8253,10,Leakage of other cardiac and vascular devices and implants
T82538,10,Leakage of other cardiac and vascular devices and implants
T8563,10,"Leakage of other specified internal prosthetic devices, implants and grafts"
T85638,10,"Leakage of other specified internal prosthetic devices, implants and grafts"
T8233,10,Leakage of other vascular grafts
T82338,10,Leakage of other vascular grafts
Y358,10,Legal intervention involving other specified means
Y3589,10,Legal intervention involving other specified means
2189,9,"Leiomyoma of uterus, unspecified"
D259,10,"Leiomyoma of uterus, unspecified"
0859,9,"Leishmaniasis, unspecified"
B559,10,"Leishmaniasis, unspecified"
36423,9,Lens-induced iridocyclitis
H202,10,Lens-induced iridocyclitis
0309,9,"Leprosy, unspecified"
A309,10,"Leprosy, unspecified"
1000,9,Leptospirosis icterohemorrhagica
A270,10,Leptospirosis icterohemorrhagica
1009,9,"Leptospirosis, unspecified"
A279,10,"Leptospirosis, unspecified"
3553,9,Lesion of lateral popliteal nerve
G573,10,Lesion of lateral popliteal nerve
3554,9,Lesion of medial popliteal nerve
G574,10,Lesion of medial popliteal nerve
3556,9,Lesion of plantar nerve
G576,10,Lesion of plantar nerve
3543,9,Lesion of radial nerve
G563,10,Lesion of radial nerve
3550,9,Lesion of sciatic nerve
G570,10,Lesion of sciatic nerve
3542,9,Lesion of ulnar nerve
G562,10,Lesion of ulnar nerve
4463,9,Lethal midline granuloma
M312,10,Lethal midline granuloma
36044,9,Leucocoria
H4453,10,Leucocoria
28862,9,Leukemoid reaction
D72823,10,Leukemoid reaction
5286,9,"Leukoplakia of oral mucosa, including tongue"
K1321,10,"Leukoplakia of oral mucosa, including tongue"
