icd_full,hadm_freq
9-86801,31
9-41061,31
10-M65141,31
10-K8045,31
10-T50916A,31
9-03810,31
9-3674,31
10-T8209XA,31
10-E237,31
10-O98813,31
10-D861,31
10-G43709,31
10-S70312A,31
10-N055,31
10-N738,31
10-O320XX0,31
10-Q984,31
9-8439,31
10-M00012,31
10-V193XXA,31
10-G8389,31
9-6269,31
10-K745,31
9-19881,31
10-T83510A,31
9-60785,31
10-J09X1,31
10-M86662,31
10-K011,31
9-3519,31
9-27789,31
10-Z3A15,31
9-64814,31
9-3541,31
9-6071,31
9-1990,31
10-I83228,31
10-M00862,31
10-R041,31
10-D321,31
9-E8191,31
10-H918X9,31
10-K858,31
10-T83021A,31
10-J301,31
10-T80219A,31
9-E8845,31
9-4467,31
10-K716,31
10-S32058A,31
9-30433,31
10-K089,31
10-M24561,31
10-L929,31
10-Q248,31
9-81403,31
9-0949,31
10-N052,31
10-T403X1A,31
9-0329,31
9-9571,31
10-D7212,31
10-C460,31
10-M40202,31
10-C8588,30
9-73681,30
9-71500,30
10-I809,30
10-K9289,30
10-S36899A,30
10-J323,30
9-7028,30
10-T84032A,30
9-7273,30
10-J955,30
9-3014,30
9-2771,30
10-S92342A,30
10-A430,30
10-L03315,30
10-C6292,30
9-29012,30
10-C3482,30
10-O864,30
10-T40425A,30
9-2459,30
9-20203,30
9-4802,30
10-N912,30
9-82535,30
9-81323,30
10-Z206,30
9-9696,30
9-23876,30
9-7289,30
9-80620,30
10-S12101A,30
9-9582,30
10-L97221,30
10-H9041,30
10-E8301,30
10-M4855XA,30
9-2395,30
10-M00851,30
9-94800,30
9-E9204,30
9-71226,30
9-V5309,30
10-A530,30
10-Q893,30
10-N993,30
9-71836,30
9-73004,30
10-J99,30
9-2871,30
10-I6602,30
9-3093,30
9-30440,30
10-M1732,30
9-E9809,30
10-S24103S,30
10-F71,30
10-C164,30
9-2739,30
10-M47819,30
10-M25541,30
10-S36116A,30
10-Z653,30
10-M00011,30
9-6186,30
9-V1501,30
10-Z201,30
10-C320,30
10-M4852XA,30
9-59370,30
10-Z9002,30
10-Z472,30
10-M00852,30
10-S81802A,30
9-37852,30
10-K0530,30
10-I83028,30
9-6266,30
10-D598,30
10-G8222,30
9-6121,30
10-R2232,30
9-E9990,30
10-M84452A,30
10-C538,30
9-28851,30
9-V594,30
10-O43893,30
10-V8656XA,30
9-8370,30
10-M84521A,30
9-E8811,30
9-2165,30
10-J703,30
9-0412,30
10-T83032A,30
10-Z938,30
10-Q039,30
9-65813,30
10-M4620,30
9-81303,30
10-D891,30
9-28950,30
10-Q320,30
10-S36115A,30
10-H01009,30
10-K91872,30
10-L03818,30
10-I70233,30
9-55200,30
10-M654,30
10-K8041,29
10-S39011A,29
10-I281,29
9-9670,29
10-I241,29
9-217,29
9-66193,29
9-78051,29
9-9053,29
10-N651,29
10-Y0703,29
9-72690,29
10-N50819,29
10-E8319,29
10-L949,29
9-0499,29
10-K027,29
9-34571,29
10-H9110,29
10-D592,29
9-31234,29
10-S82891A,29
10-S061X7A,29
10-N50811,29
10-O717,29
9-V5339,29
10-A46,29
9-4243,29
10-T43012A,29
10-R1114,29
10-K50918,29
10-L97129,29
10-S72091A,29
10-F4542,29
9-6182,29
9-52310,29
10-W102XXA,29
10-Z970,29
9-29285,29
10-N61,29
9-2392,29
10-S61213A,29
10-J0510,29
10-M4310,29
9-79402,29
10-C9240,29
10-T40415A,29
10-I6032,29
9-677,29
10-C5702,29
10-L89613,29
9-72671,29
10-S92341A,29
9-82522,29
9-71844,29
9-7590,29
10-D179,29
10-Y9261,29
9-0085,29
9-1884,29
10-Z1589,29
10-N9089,29
10-M5000,29
9-78066,29
9-30461,29
10-N805,29
10-M24411,29
10-L97321,29
10-Z91048,29
9-V434,29
10-I6312,29
10-N3040,29
10-K8046,29
10-F0631,29
10-O411220,29
10-F601,29
10-E1322,29
9-81001,29
9-82310,29
10-K915,29
10-J122,29
10-C44329,29
9-20930,29
9-4719,29
10-I6011,29
9-53501,29
10-K9403,29
9-71616,29
9-6160,29
10-O1424,29
9-23691,29
10-G40411,29
9-83501,29
10-S00511A,29
9-96979,29
10-O034,29
10-R4587,29
10-N8312,29
10-F530,29
10-C50511,29
10-T38895A,29
9-30571,29
9-7366,29
10-Y813,29
9-V6229,29
9-0971,29
10-L97424,29
10-T86828,29
9-30460,29
10-O4443,29
10-R203,29
10-H353290,29
9-72283,29
9-30742,29
10-M7021,29
10-S92321A,29
10-M8788,29
9-71847,29
10-H3321,29
10-E71440,29
10-S72452A,29
9-6861,29
9-3535,29
9-59589,29
10-L97211,29
9-66932,29
10-O6641,29
10-S83282A,29
10-M21062,29
10-E7801,29
10-Y902,28
10-G96198,28
9-30747,28
10-L680,28
10-M5002,28
9-2155,28
10-C966,28
10-K8013,28
10-S82451A,28
10-F600,28
9-37749,28
10-C481,28
9-9998,28
10-R058,28
9-04103,28
10-Z466,28
10-D862,28
10-S82002A,28
10-S36114A,28
9-6175,28
9-3548,28
10-I861,28
10-E612,28
9-44502,28
9-2700,28
10-O339,28
10-C8337,28
10-S37012A,28
10-O24011,28
9-71593,28
10-C412,28
10-G94,28
9-V619,28
10-B199,28
9-3418,28
10-E1036,28
10-Z79810,28
10-K118,28
10-M1651,28
9-0529,28
10-I97120,28
10-I82C22,28
10-X999XXA,28
10-O4702,28
9-9165,28
10-K55011,28
10-O2342,28
10-L89891,28
9-0478,28
9-53340,28
10-B09,28
10-Y829,28
9-9724,28
9-7385,28
9-90089,28
10-I8001,28
10-T83593A,28
9-V1819,28
10-K4130,28
9-30422,28
9-V0751,28
9-5264,28
9-81321,28
9-4533,28
10-G9611,28
10-Y92810,28
9-E0138,28
10-V4950XA,28
9-E9178,28
9-4732,28
10-M11231,28
10-S82392A,28
10-G5791,28
9-37853,28
10-T83592A,28
10-O2343,28
10-M14671,28
10-K55031,28
10-S61212A,28
9-35971,28
10-F53,28
9-9698,28
9-8770,28
10-K2101,28
9-81501,28
10-I97791,28
10-T45511A,28
9-V5399,28
10-R3981,28
10-O2341,28
9-V5351,28
10-N824,28
10-N808,28
10-C229,28
9-E9687,28
9-6926,28
10-G43409,28
9-V175,28
10-G119,28
9-E9229,28
9-64513,28
10-C269,28
9-64873,28
10-H2513,28
9-4572,28
9-E8529,28
10-H43819,28
10-S0211HA,28
10-H73892,28
10-T40601A,28
10-N342,28
10-Y904,28
9-99580,28
10-N6320,27
9-3203,27
9-6216,27
9-1420,27
10-F3113,27
9-2353,27
10-L03111,27
10-C7B03,27
10-S0266XB,27
9-6272,27
9-33721,27
9-28862,27
10-O00101,27
9-20218,27
10-S72491A,27
9-20150,27
10-S322XXA,27
10-E8589,27
9-3210,27
10-C8334,27
9-86813,27
10-R29725,27
10-Y903,27
9-6108,27
10-C8336,27
10-C84A0,27
10-K823,27
10-T7411XA,27
9-99982,27
9-8912,27
10-I7589,27
10-R092,27
10-R29898,27
10-L0591,27
10-K5989,27
10-G4762,27
10-J338,27
9-71102,27
10-Z79811,27
10-N9972,27
9-1370,27
9-34210,27
10-O115,27
10-D150,27
9-2391,27
9-2872,27
10-F1593,27
9-30120,27
10-Z332,27
9-V1062,27
10-K113,27
9-9809,27
10-M4714,27
9-2980,27
9-6120,27
10-G114,27
10-L97522,27
9-24980,27
10-O690XX0,27
10-I82493,27
10-V4752XA,27
10-M24562,27
9-4881,27
10-Z91411,27
9-8247,27
10-M4690,27
10-S36030A,27
10-B941,27
10-G4453,27
10-L02811,27
10-M47897,27
9-2118,27
10-O1495,27
10-J391,27
10-I69820,27
9-95911,27
10-I825Z1,27
9-63592,27
10-J8417,27
10-Z96698,27
9-E8556,27
9-48239,27
9-E9306,27
10-H3320,27
9-73316,27
10-S92331A,27
10-G970,27
10-J340,27
9-3438,27
9-36616,27
9-V091,27
10-C4021,27
10-G478,27
10-D8489,27
10-K51211,27
9-08249,27
10-M5186,27
10-I825Z2,27
10-S02413A,27
9-71538,27
10-H913,27
10-T471X6A,27
9-86600,27
10-C763,27
9-E0064,27
10-T43295A,27
10-F19239,27
10-L89894,27
10-S52502D,27
10-N981,27
10-C9141,27
10-I82462,27
9-37999,27
10-I7410,27
10-G5631,27
9-81302,27
10-T82534A,27
9-28732,27
10-A021,27
10-S42401A,26
10-S60211A,26
10-S0090XA,26
10-K083,26
10-S12301A,26
10-D89831,26
10-W109XXD,26
10-M50223,26
9-34881,26
9-9593,26
10-C8373,26
10-V299XXS,26
10-F10121,26
9-1910,26
10-R942,26
10-Z8603,26
10-F4541,26
9-3693,26
10-M7541,26
10-D241,26
10-T781XXA,26
10-K149,26
10-M80852A,26
9-2702,26
9-V5482,26
10-E103293,26
10-S060X1A,26
10-O165,26
10-Z9225,26
10-L98411,26
10-O98512,26
9-81308,26
10-G40309,26
9-3430,26
10-Q268,26
9-E9451,26
9-43410,26
10-K612,26
10-G7100,26
10-K7401,26
9-72251,26
10-N904,26
9-96972,26
9-85205,26
10-S32491A,26
9-37900,26
9-30592,26
10-E1141,26
9-20023,26
10-O4412,26
10-Z192,26
9-9711,26
9-80001,26
10-N022,26
10-R93421,26
9-65653,26
9-72704,26
10-L603,26
10-V2988XA,26
9-99689,26
10-M8008XD,26
10-T18198A,26
9-1869,26
9-37140,26
10-S82145A,26
9-3545,26
10-I219,26
10-G214,26
9-78862,26
10-E54,26
9-05329,26
9-1611,26
10-V284XXA,26
10-T507X5A,26
10-F11929,26
10-T8589XA,26
10-L942,26
9-8261,26
10-K5229,26
10-Z85060,26
10-G9381,26
10-R2990,26
9-81311,26
9-V4362,26
9-78003,26
10-S0912XA,26
10-Z6791,26
10-K450,26
10-L03811,26
10-N140,26
10-R402433,26
9-E8869,26
9-8731,26
10-Q998,26
10-V280XXA,26
9-3100,26
9-0530,26
10-M84451A,26
10-Q632,26
9-1535,26
10-S82251A,26
10-T8509XA,26
10-C090,26
9-9895,26
10-M6080,26
9-81352,26
10-I69922,26
10-V485XXA,26
10-I69321,26
9-2693,26
10-S42112A,26
10-G2409,26
10-S93432A,26
10-I9742,26
10-M5011,26
10-F330,26
10-F1610,26
9-8940,26
10-H6091,26
10-E2839,26
10-Z4803,26
10-C7B04,26
9-48881,26
10-M0510,26
10-S06A1XA,26
9-V1000,26
10-S32422A,26
9-65573,26
10-D090,26
10-S42351A,26
10-M14672,26
10-F4522,26
10-C9140,26
9-2126,26
10-A318,26
9-20158,26
9-3010,26
9-6227,26
10-Z89029,26
10-S90821A,26
10-E7220,26
10-Z390,26
9-83905,26
10-H3562,26
9-79959,26
10-G90523,26
9-5163,26
10-C7B1,26
9-7933,26
10-S32492A,26
10-L859,26
10-Z48812,26
10-B3324,26
9-9162,26
10-B360,25
10-Y9229,25
9-66221,25
9-29643,25
10-L918,25
10-R4588,25
10-M3212,25
10-Z760,25
9-V5049,25
9-6850,25
10-S42402A,25
9-36504,25
10-J00,25
9-E0190,25
9-71233,25
10-Y9351,25
10-Q213,25
9-92421,25
10-T407X5A,25
10-E0789,25
10-S70211A,25
10-M1909,25
9-V5302,25
10-G587,25
9-8850,25
9-73329,25
10-Y92832,25
9-1714,25
9-9249,25
10-S02612A,25
10-I781,25
9-2879,25
10-O24419,25
9-8409,25
10-C381,25
9-36204,25
10-W002XXA,25
9-47832,25
10-C49A0,25
10-F15959,25
10-S22061A,25
10-Q898,25
10-N888,25
10-H259,25
10-T366X5A,25
10-K50811,25
10-D47Z9,25
10-M7551,25
10-S22060A,25
9-71855,25
10-O9A22,25
9-38900,25
10-T8754,25
10-L743,25
9-99609,25
10-J680,25
10-R402313,25
10-T82855D,25
10-Z8549,25
10-Z221,25
10-H53122,25
10-Z802,25
10-G913,25
9-E9019,25
10-E09649,25
10-M328,25
9-81333,25
9-60820,25
10-S32501A,25
9-34501,25
10-S32031A,25
10-T451X1A,25
9-36231,25
10-D734,25
9-E8197,25
9-35579,25
10-K5712,25
9-80843,25
10-O752,25
10-F3341,25
9-05312,25
9-9947,25
9-30780,25
10-G90521,25
10-H02409,25
9-0709,25
10-O9903,25
9-E9387,25
9-53270,25
10-A159,25
9-V604,25
9-V074,25
10-Z86001,25
10-D71,25
9-64294,25
9-9720,25
10-N35912,25
9-5832,25
10-C8529,25
9-32721,25
10-M0609,25
10-W500XXA,25
10-C44519,25
10-T17820A,25
9-5561,25
10-I6601,25
10-F911,25
10-A150,25
10-E1149,25
10-C139,25
9-E8830,25
10-Z48815,25
10-F14188,25
9-938,25
10-M1280,25
9-64232,25
9-71481,25
9-E9357,25
9-71617,25
10-S52602A,25
10-C168,25
9-64293,25
9-4551,25
10-S8391XA,25
9-5755,25
10-R454,25
10-F338,25
10-O365920,25
10-S43004A,25
9-17372,25
10-T40695A,25
10-T384X5A,25
10-F633,25
10-Z550,25
10-N6310,25
9-5769,25
10-T85518A,25
9-83908,25
10-C158,25
9-6248,25
10-H918X1,25
9-37800,25
10-Z4589,25
9-80609,25
10-N911,25
10-W3400XA,25
9-99645,25
10-K629,25
10-C434,25
10-Z8500,25
10-T50991A,25
9-2592,25
10-N040,25
10-H5000,25
10-B690,25
10-S06300A,25
10-M488X2,25
10-M4850XA,24
10-K9411,24
10-S22050A,24
9-E9000,24
9-05881,24
9-2827,24
9-44772,24
10-Z7409,24
10-C469,24
10-M96843,24
9-2727,24
10-I731,24
10-W12XXXA,24
10-K8011,24
10-T65891A,24
10-G5632,24
9-82100,24
10-R9082,24
10-T450X1A,24
10-S82391A,24
9-64923,24
10-K8067,24
10-S82492A,24
9-1914,24
10-S43101A,24
9-34430,24
10-Q8500,24
10-F1299,24
9-048,24
10-E250,24
10-C7B01,24
10-F12159,24
10-M660,24
9-9754,24
10-I150,24
10-B003,24
10-M6088,24
9-V561,24
9-2210,24
9-V4970,24
9-E8600,24
9-34981,24
10-Z4689,24
10-D176,24
10-E11329,24
10-T80218A,24
10-D3A090,24
9-9064,24
10-F5101,24
10-O9A212,24
10-T457X5A,24
10-D5740,24
10-C328,24
10-V2940XA,24
9-75261,24
9-17342,24
10-O9A23,24
10-R402422,24
10-T310,24
10-G40A09,24
10-V499XXD,24
9-9691,24
10-H6122,24
10-Q872,24
10-F514,24
10-C714,24
9-4878,24
9-61800,24
9-7816,24
9-36563,24
10-I82513,24
9-04082,24
9-73810,24
9-20028,24
10-F14229,24
10-S66123A,24
10-K6282,24
9-37633,24
10-G8114,24
10-S61215A,24
10-H8309,24
10-S32302A,24
9-92720,24
10-T8501XA,24
10-L83,24
9-E9053,24
10-O3481,24
10-S020XXB,24
9-36500,24
10-S46011A,24
10-K2990,24
10-C44529,24
9-96903,24
10-M2042,24
10-T86821,24
9-5991,24
9-78601,24
9-63491,24
10-M21331,24
10-I711,24
9-6944,24
10-G40804,24
10-K119,24
10-R402364,24
10-W2211XA,24
10-S66121A,24
9-99833,24
9-E8181,24
10-S72001D,24
10-T71162A,24
9-52469,24
10-H47619,24
9-81400,24
9-E9328,24
10-M7022,24
9-36589,24
9-3671,24
9-7585,24
9-9060,24
10-Z8261,24
10-A409,24
10-A601,24
10-K9421,24
9-V6282,24
10-J351,24
9-20961,24
10-M25451,24
10-O6014X2,24
9-7176,24
9-5992,24
10-M25422,24
9-1110,24
10-M50221,24
10-S82144A,24
10-M4180,24
10-T82223A,24
9-81503,24
10-D5720,24
9-64682,24
10-I7419,24
10-M25542,24
9-81504,24
9-7828,24
10-H5713,24
10-J22,24
9-V638,24
9-78033,24
9-V4382,24
9-1712,24
10-T43216A,24
10-M84522A,24
10-Z30432,24
9-80116,24
9-7592,24
10-S82032A,24
10-C4371,24
10-W138XXA,24
10-S32021A,24
10-I604,24
10-J954,24
10-I310,24
9-V5873,24
10-H35033,24
9-80022,24
9-37000,24
9-9658,23
10-C8598,23
10-D4702,23
10-M868X5,23
10-Z793,23
10-O24013,23
9-E9240,23
9-56944,23
10-H3581,23
10-L97828,23
10-S76011A,23
9-E0075,23
9-1307,23
10-M7521,23
10-T411X5A,23
10-R402343,23
9-6073,23
10-T8621,23
10-N23,23
9-71897,23
9-6038,23
9-46430,23
9-66531,23
9-8798,23
10-C4492,23
9-4540,23
10-Z8613,23
9-V1022,23
9-V702,23
10-L602,23
9-7586,23
9-0661,23
10-D892,23
10-L89214,23
10-S0211GA,23
10-S199XXA,23
10-Y92143,23
10-Z524,23
10-K51511,23
9-73021,23
10-T501X1A,23
10-Q859,23
9-9330,23
10-B1081,23
10-S32301A,23
10-F54,23
10-K829,23
9-1537,23
10-O99111,23
9-E0169,23
10-A6922,23
9-2394,23
9-V1309,23
10-I83018,23
10-Q780,23
10-O9872,23
10-S82041A,23
9-99585,23
9-24960,23
9-E9175,23
9-78322,23
9-27502,23
9-E9410,23
10-L814,23
10-K458,23
10-G5790,23
10-S60212A,23
10-S72341A,23
10-Z742,23
10-Y636,23
9-79923,23
10-G40911,23
10-E064,23
10-R230,23
10-H6120,23
10-I63212,23
10-F4489,23
10-L97311,23
10-I63522,23
9-84200,23
10-R3989,23
10-T365X5A,23
10-I479,23
10-S32019D,23
10-M79631,23
10-S12112A,23
10-T8482XA,23
10-N820,23
9-30552,23
10-Q603,23
9-66301,23
9-2534,23
9-1743,23
9-2755,23
9-9180,23
9-79091,23
9-37990,23
10-Q6689,23
9-20192,23
9-71944,23
10-I6509,23
9-V9010,23
9-E9601,23
9-3951,23
10-N042,23
9-28481,23
10-F15159,23
10-N35819,23
9-3798,23
9-25011,23
10-Q513,23
10-E031,23
9-75311,23
10-M86661,23
9-38915,23
9-1479,23
10-K3589,23
10-T476X5A,23
10-T84038A,23
9-5369,23
9-E8852,23
10-W1781XA,23
10-Q828,23
9-71533,23
10-M10061,23
9-99802,23
9-5187,23
10-K146,23
10-N879,23
10-M5418,23
9-V426,23
9-4731,23
10-M90551,23
10-Q8781,23
10-S01411A,23
9-36970,23
9-23872,23
9-7513,23
10-K820,23
10-A059,23
9-1992,23
9-9680,23
9-30122,23
10-O4692,23
9-65803,23
10-S83281A,23
10-L819,23
9-0318,23
10-Z4659,23
10-K653,23
10-M4625,23
9-3839,23
9-1881,23
10-N1370,23
9-4559,23
10-I63433,23
10-G650,23
9-1503,23
10-M799,23
10-S29011A,23
10-K5721,23
10-M1652,23
10-H3563,23
10-Q321,23
9-78724,23
10-F1494,23
10-I82453,23
10-R063,23
10-O713,23
10-O368930,23
10-S52272A,23
10-T50992A,23
10-X088XXA,23
9-17332,23
10-B019,23
10-R825,23
10-F1097,22
10-K5939,22
10-Z8550,22
9-1885,22
10-Z7251,22
10-N398,22
10-M7522,22
9-2698,22
10-Z9089,22
10-S72002D,22
9-E8541,22
10-K55049,22
10-I82B22,22
10-M86141,22
10-O23592,22
10-B338,22
10-S52042A,22
10-B251,22
9-1419,22
9-E848,22
10-M4656,22
10-Q851,22
10-Z90711,22
9-99582,22
10-E1129,22
10-R3916,22
9-27509,22
10-Z91010,22
9-3068,22
10-H3561,22
9-28952,22
10-T85890A,22
10-K614,22
9-85101,22
10-S12111A,22
10-Q2572,22
10-M4716,22
10-R491,22
10-W2203XA,22
10-O6014X1,22
9-20974,22
9-7470,22
9-7138,22
10-C50512,22
9-5643,22
10-T82510A,22
9-73010,22
9-7920,22
10-M8589,22
9-81249,22
10-O26613,22
9-04183,22
9-34939,22
9-E8180,22
9-86122,22
9-4374,22
9-2362,22
10-T39012A,22
10-A1801,22
9-72971,22
9-99561,22
10-S22011A,22
10-K50118,22
10-I69220,22
10-H1130,22
10-S24104S,22
9-3061,22
10-H6092,22
9-27702,22
9-36910,22
10-N402,22
10-H40053,22
10-M7071,22
9-42979,22
10-K1321,22
10-S22058A,22
10-T381X5A,22
10-E8581,22
9-E9507,22
10-Y9323,22
9-V1269,22
9-6162,22
10-N8189,22
9-V054,22
9-65931,22
10-G2582,22
10-K22711,22
10-M19171,22
10-F3163,22
10-S36893A,22
9-E8800,22
9-30081,22
9-64254,22
10-S02601A,22
10-I83218,22
10-Y041XXA,22
10-Q322,22
10-S52591A,22
10-J1529,22
10-H05011,22
10-O628,22
10-S91312A,22
10-I6329,22
10-I8002,22
10-T82514A,22
10-V274XXA,22
10-R29727,22
9-4411,22
10-D68318,22
10-E8989,22
10-F328,22
10-Z575,22
9-7463,22
10-S42111A,22
10-S3729XA,22
10-C50312,22
10-M4832,22
9-1764,22
9-4472,22
9-2692,22
10-S06369A,22
10-D68311,22
10-F558,22
10-S64493A,22
9-3317,22
10-Z8043,22
9-3202,22
10-K8047,22
10-A938,22
10-H4720,22
10-E08649,22
10-T82228A,22
9-4784,22
10-D291,22
9-8603,22
10-Z597,22
10-Z1620,22
10-S61217A,22
10-R799,22
10-R231,22
10-C4001,22
10-L97412,22
10-N641,22
10-D6101,22
10-S066X9D,22
10-O7181,22
10-S9031XA,22
9-1710,22
9-64204,22
10-O24113,22
9-86509,22
10-G9781,22
10-K641,22
10-S06309A,22
10-M25452,22
10-C7A019,21
10-S90812A,21
10-M79603,21
9-71849,21
10-K5981,21
10-Y9210,21
10-O09213,21
10-G40111,21
10-I492,21
10-F849,21
10-S46012A,21
10-N432,21
10-F1594,21
9-36000,21
10-O9122,21
9-V5481,21
10-S37011A,21
10-S36112A,21
9-4200,21
10-O26853,21
9-71693,21
10-N360,21
10-G5721,21
9-3526,21
10-Y93K1,21
10-V170XXA,21
10-J45902,21
10-O00102,21
10-T84621A,21
10-Z59819,21
10-I70291,21
10-T462X5D,21
10-N4821,21
9-17331,21
9-05311,21
10-S32391A,21
9-79539,21
9-64321,21
9-V058,21
10-O351XX0,21
9-0579,21
10-S02832A,21
9-83401,21
10-R936,21
9-07041,21
10-T8241XA,21
10-C140,21
10-S82202A,21
10-L649,21
10-S21112A,21
10-Y753,21
10-W2201XA,21
10-S06890S,21
10-Y791,21
10-C383,21
9-78449,21
10-F13231,21
9-E9370,21
10-M2011,21
10-F438,21
10-W14XXXA,21
10-L89614,21
10-L89100,21
10-Y92015,21
10-N924,21
10-C494,21
10-R700,21
10-M489,21
10-B4489,21
9-8605,21
9-V872,21
10-G5792,21
9-56979,21
10-I4949,21
10-S02642A,21
10-R453,21
9-E9397,21
9-V8746,21
10-I891,21
9-71239,21
9-41411,21
9-64914,21
10-T452X5A,21
10-S82832B,21
10-L03112,21
9-8728,21
10-G40201,21
10-T405X2A,21
9-65351,21
9-V1060,21
10-K1239,21
9-1840,21
10-T404X2A,21
10-D431,21
10-G003,21
9-38869,21
10-M0230,21
9-V1851,21
10-S82831B,21
9-75611,21
9-2539,21
10-M5022,21
9-72409,21
9-83402,21
10-Z298,21
10-D5912,21
10-C161,21
9-E8705,21
9-E8585,21
9-60010,21
10-H43392,21
9-4658,21
10-R152,21
10-M898X0,21
10-K257,21
9-80020,21
10-C673,21
9-73672,21
9-75651,21
10-S82201A,21
10-M119,21
9-80625,21
10-Q871,21
10-D381,21
10-S42191A,21
10-A088,21
9-48230,21
10-N6481,21
10-I607,21
10-M75100,21
10-B2709,21
10-O99351,21
10-N501,21
9-4838,21
10-I75021,21
9-7504,21
10-S14123A,21
10-S36898A,21
10-S22051A,21
10-N7091,21
10-Y9222,21
9-1735,21
10-N322,21
10-T84216A,21
9-95205,21
9-6398,21
9-75981,21
10-O2686,21
10-R9402,21
10-Y92090,21
10-O9853,21
9-7534,21
10-I6350,21
10-H04122,21
10-K753,21
9-1958,21
10-I060,21
10-L89311,21
9-74602,21
10-C670,21
10-S92061A,21
10-S14109S,21
9-V6709,21
9-64673,21
10-H16001,21
10-O99331,21
9-V4963,21
9-4841,21
10-I97410,21
10-X959XXS,21
10-N6082,21
10-M60052,21
9-86101,21
10-F10130,21
10-D487,21
9-1950,21
10-K9182,21
10-D430,21
10-Q046,21
10-E7030,21
9-E9273,20
10-S42301K,20
10-Q049,20
10-L97818,20
9-71886,20
9-37311,20
10-B450,20
10-T428X6A,20
9-9194,20
9-5060,20
10-L940,20
10-S37031A,20
10-T7421XA,20
9-83400,20
9-6040,20
9-30746,20
9-3589,20
10-Z87448,20
9-8922,20
9-V9081,20
9-V1069,20
9-35782,20
10-S128XXA,20
9-34692,20
10-L728,20
10-B250,20
10-M24575,20
10-C211,20
10-W1800XA,20
9-4219,20
10-Z3A49,20
10-T465X1A,20
10-N057,20
10-Z872,20
9-V1643,20
10-M778,20
10-H5710,20
10-O9A213,20
10-D5910,20
10-D131,20
9-52462,20
10-Q549,20
10-Y92014,20
10-M8458XD,20
9-8021,20
9-90289,20
10-R2243,20
10-D444,20
10-J410,20
10-L237,20
10-N50812,20
9-E8603,20
9-4618,20
10-I159,20
10-T829XXA,20
10-S82871B,20
10-M8669,20
9-6116,20
9-49382,20
10-M2669,20
10-M8088XD,20
10-Q892,20
10-I5089,20
9-9712,20
10-L658,20
10-S61210A,20
10-J9584,20
10-H8122,20
10-S022XXB,20
9-3380,20
9-E8860,20
10-C450,20
10-O365931,20
10-M10072,20
9-07810,20
10-Q6239,20
9-63390,20
10-Z462,20
10-S82851B,20
9-V5875,20
10-K05219,20
10-N142,20
10-M2142,20
9-86400,20
10-N926,20
9-E8152,20
10-N16,20
10-C8192,20
10-K689,20
10-E11359,20
9-6100,20
10-R402431,20
10-G5712,20
10-I454,20
10-S82431A,20
9-V6281,20
10-M4696,20
10-N4289,20
10-Q676,20
9-20048,20
10-G2579,20
10-Z483,20
10-T461X1A,20
9-29514,20
10-G243,20
10-H5703,20
10-M60051,20
10-E113399,20
10-I63449,20
10-R633,20
10-M87151,20
9-9744,20
9-V1249,20
10-M25432,20
9-7279,20
10-O85,20
10-H7292,20
10-W1839XD,20
10-M8660,20
10-Z471,20
10-F428,20
9-29382,20
9-61183,20
9-1620,20
10-M839,20
10-E113519,20
9-86612,20
10-E108,20
10-S22070A,20
10-Q860,20
9-5193,20
10-R93422,20
10-F810,20
10-M25411,20
10-T86822,20
10-T8133XA,20
9-64781,20
10-C414,20
9-1734,20
10-M7661,20
9-51901,20
9-52550,20
9-71220,20
10-H9042,20
10-Z85858,20
9-3342,20
9-28243,20
9-71891,20
10-S02831A,20
9-V177,20
10-H168,20
9-E9192,20
9-8221,20
10-K5140,20
10-E1144,20
10-S64491A,20
9-7593,20
10-E8582,20
9-2137,20
9-V5042,20
9-71902,20
10-G90511,20
10-R439,20
10-T43625A,20
10-K314,20
9-30402,20
9-41181,20
10-H4923,20
10-S1093XA,20
9-42290,20
10-L89520,20
9-7380,20
10-H73891,20
10-D47Z2,20
10-M452,20
10-W009XXA,20
10-M5010,20
10-S42301D,20
9-4253,20
9-7209,20
10-L89321,20
9-37700,20
10-K1123,20
10-I63521,20
9-E8551,20
9-2458,20
10-K5904,20
10-R29729,20
10-C254,20
10-L89624,20
9-7249,20
10-A413,20
10-R259,20
10-Q7962,20
10-T8454XD,20
10-J431,19
9-E0032,19
10-N959,19
10-N6081,19
9-74681,19
10-M65812,19
10-Z8371,19
10-Z96622,19
9-34701,19
10-M3213,19
10-C7652,19
10-R402123,19
10-Y710,19
10-O081,19
9-73734,19
9-V078,19
9-8621,19
10-D57219,19
10-F4311,19
9-53570,19
9-53511,19
10-V299XXD,19
9-1719,19
9-82531,19
10-F1311,19
10-D225,19
10-T394X5A,19
10-T43291A,19
9-80136,19
10-N6002,19
9-2776,19
10-I69222,19
10-I2583,19
9-3335,19
10-Z85238,19
10-S20319A,19
9-460,19
10-R402322,19
10-R430,19
10-M65811,19
10-B341,19
9-69513,19
9-78261,19
10-S61011A,19
10-D494,19
9-V8821,19
9-5078,19
10-L218,19
9-30752,19
10-Q625,19
9-V5842,19
10-T84124A,19
10-C50112,19
10-V480XXA,19
9-4512,19
10-E010,19
9-9220,19
9-53470,19
10-I97131,19
10-I82C13,19
10-S2231XD,19
10-Q040,19
9-67454,19
10-F1521,19
9-4320,19
9-8460,19
10-S32040A,19
9-23873,19
10-N361,19
10-S13171A,19
10-G111,19
9-7915,19
9-73020,19
9-20310,19
9-3108,19
10-M00261,19
