icd_block,proc_block,n_hadm,proc_desc
349,966,23,Enteral infusion of concentrated nutritional substances
349,033,17,Spinal tap
349,960,15,Insertion of nasopharyngeal airway
349,399,11,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
349,451,10,Transabdominal endoscopy of small intestine
349,991,9,Injection or infusion of thrombolytic agent
349,332,8,Thoracoscopic lung biopsy
349,887,6,Diagnostic ultrasound of head and neck
350,389,5,Arterial catheterization
350,001,2,"Central Nervous System and Cranial Nerves, Bypass"
350,887,2,Diagnostic ultrasound of head and neck
350,891,2,Intracarotid amobarbital test
350,030,1,Removal of foreign body from spinal canal
350,033,1,Spinal tap
350,332,1,Thoracoscopic lung biopsy
350,401,1,Biopsy of lymphatic structure
350,413,1,Biopsy of bone marrow
350,518,1,Dilation of sphincter of Oddi
351,033,2,Spinal tap
351,389,2,Arterial catheterization
351,004,1,Procedure on single vessel
351,013,1,Incision of cerebral meninges
351,352,1,Open and other replacement of unspecified heart valve
351,381,1,"Endarterectomy, unspecified site"
351,396,1,Extracorporeal circulation auxiliary to open heart surgery
351,681,1,Digital examination of uterus
351,767,1,"Reduction of facial fracture, not otherwise specified"
351,887,1,Diagnostic ultrasound of head and neck
352,033,1,Spinal tap
352,314,1,Tracheoscopy through artificial stoma
352,966,1,Enteral infusion of concentrated nutritional substances
352,967,1,Continuous invasive mechanical ventilation of unspecified duration
353,779,4,"Total ostectomy, unspecified site"
353,044,2,Decompression of trigeminal nerve root
353,004,1,Procedure on single vessel
353,009,1,"Central Nervous System and Cranial Nerves, Drainage"
353,389,1,Arterial catheterization
353,395,1,Angioplasty of other non-coronary vessel(s)
353,397,1,Endovascular implantation of other graft in abdominal aorta
353,451,1,Transabdominal endoscopy of small intestine
353,556,1,Renal autotransplantation
353,831,1,Achillotenotomy
354,389,4,Arterial catheterization
354,044,3,Decompression of trigeminal nerve root
354,967,3,Continuous invasive mechanical ventilation of unspecified duration
354,960,2,Insertion of nasopharyngeal airway
354,033,1,Spinal tap
354,065,1,"Lower Veins, Destruction"
354,312,1,Mediastinal tracheostomy
354,352,1,Open and other replacement of unspecified heart valve
354,353,1,Operations on papillary muscle
354,361,1,"Aortocoronary bypass for heart revascularization, not otherwise specified"
355,389,9,Arterial catheterization
355,992,6,Injection or infusion of platelet inhibitor
355,451,4,Transabdominal endoscopy of small intestine
355,884,4,"Arteriography using contrast material, unspecified site"
355,845,3,Insertion of interbody spinal fusion device
355,885,3,"Angiocardiography, not otherwise specified"
355,007,2,"Central Nervous System and Cranial Nerves, Dilation"
355,033,2,Spinal tap
355,372,2,Noninvasive programmed electrical stimulation [NIPS]
355,399,2,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
356,389,26,Arterial catheterization
356,399,10,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
356,033,9,Spinal tap
356,451,9,Transabdominal endoscopy of small intestine
356,992,7,Injection or infusion of platelet inhibitor
356,549,5,Percutaneous abdominal drainage
356,860,4,Aspiration of skin and subcutaneous tissue
356,966,4,Enteral infusion of concentrated nutritional substances
356,991,4,Injection or infusion of thrombolytic agent
356,001,3,"Central Nervous System and Cranial Nerves, Bypass"
357,389,64,Arterial catheterization
357,399,45,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
357,862,30,Excision of pilonidal cyst or sinus
357,004,29,Procedure on single vessel
357,884,25,"Arteriography using contrast material, unspecified site"
357,395,20,Angioplasty of other non-coronary vessel(s)
357,776,16,"Local excision of lesion or tissue of bone, unspecified site"
357,885,16,"Angiocardiography, not otherwise specified"
357,887,14,Diagnostic ultrasound of head and neck
357,372,12,Noninvasive programmed electrical stimulation [NIPS]
358,389,2,Arterial catheterization
358,311,1,Temporary tracheostomy
358,332,1,Thoracoscopic lung biopsy
358,444,1,"Suture of peptic ulcer, not otherwise specified"
358,451,1,Transabdominal endoscopy of small intestine
358,452,1,Transabdominal endoscopy of large intestine
358,463,1,Delayed opening of other enterostomy
358,465,1,"Closure of intestinal stoma, not otherwise specified"
358,467,1,Suture of laceration of duodenum
358,887,1,Diagnostic ultrasound of head and neck
359,389,9,Arterial catheterization
359,991,7,Injection or infusion of thrombolytic agent
359,966,5,Enteral infusion of concentrated nutritional substances
359,033,3,Spinal tap
359,451,3,Transabdominal endoscopy of small intestine
359,832,3,Open biopsy of soft tissue
359,967,3,Continuous invasive mechanical ventilation of unspecified duration
359,311,2,Temporary tracheostomy
359,332,2,Thoracoscopic lung biopsy
359,399,2,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
360,035,1,"Upper Arteries, Destruction"
360,777,1,"Excision of bone for graft, unspecified site"
360,809,1,"Other excision of joint, unspecified site"
360,810,1,"Spinal fusion, not otherwise specified"
360,816,1,Fusion or refusion of 2-3 vertebrae
360,845,1,Insertion of interbody spinal fusion device
360,865,1,Replantation of scalp
362,389,43,Arterial catheterization
362,399,32,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
362,004,18,Procedure on single vessel
362,862,18,Excision of pilonidal cyst or sinus
362,395,14,Angioplasty of other non-coronary vessel(s)
362,884,14,"Arteriography using contrast material, unspecified site"
362,776,13,"Local excision of lesion or tissue of bone, unspecified site"
362,967,11,Continuous invasive mechanical ventilation of unspecified duration
362,841,10,"Lower limb amputation, not otherwise specified"
362,451,8,Transabdominal endoscopy of small intestine
363,389,3,Arterial catheterization
363,967,2,Continuous invasive mechanical ventilation of unspecified duration
363,280,1,Incision and drainage of tonsil and peritonsillar structures
363,282,1,Tonsillectomy without adenoidectomy
363,361,1,"Aortocoronary bypass for heart revascularization, not otherwise specified"
363,396,1,Extracorporeal circulation auxiliary to open heart surgery
363,410,1,"Bone marrow transplant, not otherwise specified"
363,451,1,Transabdominal endoscopy of small intestine
363,452,1,Transabdominal endoscopy of large intestine
363,887,1,Diagnostic ultrasound of head and neck
365,966,16,Enteral infusion of concentrated nutritional substances
365,389,15,Arterial catheterization
365,885,9,"Angiocardiography, not otherwise specified"
365,372,7,Noninvasive programmed electrical stimulation [NIPS]
365,399,6,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
365,451,6,Transabdominal endoscopy of small intestine
365,452,6,Transabdominal endoscopy of large intestine
365,967,6,Continuous invasive mechanical ventilation of unspecified duration
365,991,6,Injection or infusion of thrombolytic agent
365,004,5,Procedure on single vessel
366,451,4,Transabdominal endoscopy of small intestine
366,004,3,Procedure on single vessel
366,006,3,Insertion of drug-eluting stent(s) of superficial femoral artery
366,332,3,Thoracoscopic lung biopsy
366,360,3,Open chest coronary artery angioplasty
366,372,3,Noninvasive programmed electrical stimulation [NIPS]
366,389,3,Arterial catheterization
366,860,3,Aspiration of skin and subcutaneous tissue
366,884,3,"Arteriography using contrast material, unspecified site"
366,885,3,"Angiocardiography, not otherwise specified"
367,033,1,Spinal tap
367,350,1,"Closed heart valvotomy, unspecified valve"
367,865,1,Replantation of scalp
367,996,1,"Cardiopulmonary resuscitation, not otherwise specified"
368,992,8,Injection or infusion of platelet inhibitor
368,033,5,Spinal tap
368,991,5,Injection or infusion of thrombolytic agent
368,389,4,Arterial catheterization
368,015,3,"Peripheral Nervous System, Destruction"
368,396,3,Extracorporeal circulation auxiliary to open heart surgery
368,884,3,"Arteriography using contrast material, unspecified site"
368,885,3,"Angiocardiography, not otherwise specified"
368,967,3,Continuous invasive mechanical ventilation of unspecified duration
368,076,2,"Partial excision of pituitary gland, transfrontal approach"
369,389,9,Arterial catheterization
369,399,7,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
369,004,3,Procedure on single vessel
369,033,3,Spinal tap
369,862,3,Excision of pilonidal cyst or sinus
369,361,2,"Aortocoronary bypass for heart revascularization, not otherwise specified"
369,395,2,Angioplasty of other non-coronary vessel(s)
369,396,2,Extracorporeal circulation auxiliary to open heart surgery
369,451,2,Transabdominal endoscopy of small intestine
369,960,2,Insertion of nasopharyngeal airway
372,389,8,Arterial catheterization
372,992,4,Injection or infusion of platelet inhibitor
372,332,3,Thoracoscopic lung biopsy
372,399,3,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
372,884,3,"Arteriography using contrast material, unspecified site"
372,413,2,Biopsy of bone marrow
372,865,2,Replantation of scalp
372,960,2,Insertion of nasopharyngeal airway
372,967,2,Continuous invasive mechanical ventilation of unspecified duration
372,004,1,Procedure on single vessel
373,389,2,Arterial catheterization
373,399,2,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
373,004,1,Procedure on single vessel
373,006,1,Insertion of drug-eluting stent(s) of superficial femoral artery
373,033,1,Spinal tap
373,080,1,"Eye, Alteration"
373,291,1,Pharyngoscopy
373,360,1,Open chest coronary artery angioplasty
373,361,1,"Aortocoronary bypass for heart revascularization, not otherwise specified"
373,372,1,Noninvasive programmed electrical stimulation [NIPS]
374,033,4,Spinal tap
374,004,2,Procedure on single vessel
374,399,2,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
374,991,2,Injection or infusion of thrombolytic agent
374,006,1,Insertion of drug-eluting stent(s) of superficial femoral artery
374,332,1,Thoracoscopic lung biopsy
374,340,1,Incision of chest wall
374,360,1,Open chest coronary artery angioplasty
374,372,1,Noninvasive programmed electrical stimulation [NIPS]
374,381,1,"Endarterectomy, unspecified site"
375,389,2,Arterial catheterization
375,004,1,Procedure on single vessel
375,006,1,Insertion of drug-eluting stent(s) of superficial femoral artery
375,360,1,Open chest coronary artery angioplasty
375,372,1,Noninvasive programmed electrical stimulation [NIPS]
375,399,1,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
375,413,1,Biopsy of bone marrow
375,452,1,Transabdominal endoscopy of large intestine
375,884,1,"Arteriography using contrast material, unspecified site"
375,885,1,"Angiocardiography, not otherwise specified"
376,004,1,Procedure on single vessel
376,006,1,Insertion of drug-eluting stent(s) of superficial femoral artery
376,033,1,Spinal tap
376,360,1,Open chest coronary artery angioplasty
376,372,1,Noninvasive programmed electrical stimulation [NIPS]
376,389,1,Arterial catheterization
376,399,1,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
376,885,1,"Angiocardiography, not otherwise specified"
376,966,1,Enteral infusion of concentrated nutritional substances
376,974,1,Removal of thoracotomy tube or pleural cavity drain
377,033,2,Spinal tap
377,389,2,Arterial catheterization
377,011,1,Intracranial pressure monitoring
377,200,1,Myringotomy with insertion of tube
377,275,1,Suture of laceration of lip
377,314,1,Tracheoscopy through artificial stoma
377,332,1,Thoracoscopic lung biopsy
377,413,1,Biopsy of bone marrow
377,451,1,Transabdominal endoscopy of small intestine
377,457,1,Open and other multiple segmental resection of large intestine
378,033,3,Spinal tap
378,967,3,Continuous invasive mechanical ventilation of unspecified duration
378,015,1,"Peripheral Nervous System, Destruction"
378,021,1,"Heart and Great Vessels, Bypass"
378,022,1,Ventriculostomy
378,024,1,"Heart and Great Vessels, Creation"
378,966,1,Enteral infusion of concentrated nutritional substances
378,991,1,Injection or infusion of thrombolytic agent
379,389,5,Arterial catheterization
379,033,3,Spinal tap
379,992,3,Injection or infusion of platelet inhibitor
379,332,2,Thoracoscopic lung biopsy
379,399,2,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
379,967,2,Continuous invasive mechanical ventilation of unspecified duration
379,991,2,Injection or infusion of thrombolytic agent
379,009,1,"Central Nervous System and Cranial Nerves, Drainage"
379,013,1,Incision of cerebral meninges
379,085,1,"Eye, Destruction"
380,033,1,Spinal tap
380,039,1,"Upper Arteries, Drainage"
380,187,1,Construction of auricle of ear
380,389,1,Arterial catheterization
380,410,1,"Bone marrow transplant, not otherwise specified"
380,867,1,"Pedicle or flap graft, not otherwise specified"
