block,icd_code,n_hadm,long_title
0FB,0FB14ZZ,1,"Excision of Right Lobe Liver, Percutaneous Endoscopic Approach"
0FB,0FB20ZZ,1,"Excision of Left Lobe Liver, Open Approach"
0FB,0FB24ZX,1,"Excision of Left Lobe Liver, Percutaneous Endoscopic Approach, Diagnostic"
0FB,0FB43ZX,1,"Excision of Gallbladder, Percutaneous Approach, Diagnostic"
0FB,0FB63ZX,1,"Excision of Left Hepatic Duct, Percutaneous Approach, Diagnostic"
0FB,0FB68ZX,1,"Excision of Left Hepatic Duct, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0FB,0FBC3ZX,1,"Excision of Ampulla of Vater, Percutaneous Approach, Diagnostic"
0FB,0FBC8ZX,1,"Excision of Ampulla of Vater, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0FB,0FBG4ZX,1,"Excision of Pancreas, Percutaneous Endoscopic Approach, Diagnostic"
0FC,0FC98ZZ,42,"Extirpation of Matter from Common Bile Duct, Via Natural or Artificial Opening Endoscopic"
0FC,0FC90ZZ,2,"Extirpation of Matter from Common Bile Duct, Open Approach"
0FC,0FC58ZZ,1,"Extirpation of Matter from Right Hepatic Duct, Via Natural or Artificial Opening Endoscopic"
0FC,0FC68ZZ,1,"Extirpation of Matter from Left Hepatic Duct, Via Natural or Artificial Opening Endoscopic"
0FC,0FC78ZZ,1,"Extirpation of Matter from Common Hepatic Duct, Via Natural or Artificial Opening Endoscopic"
0FC,0FC88ZZ,1,"Extirpation of Matter from Cystic Duct, Via Natural or Artificial Opening Endoscopic"
0FC,0FC93ZZ,1,"Extirpation of Matter from Common Bile Duct, Percutaneous Approach"
0FC,0FCG8ZZ,1,"Extirpation of Matter from Pancreas, Via Natural or Artificial Opening Endoscopic"
0FD,0FD98ZX,5,"Extraction of Common Bile Duct, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0FD,0FD58ZX,1,"Extraction of Right Hepatic Duct, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0FD,0FD63ZX,1,"Extraction of Left Hepatic Duct, Percutaneous Approach, Diagnostic"
0FD,0FD78ZX,1,"Extraction of Common Hepatic Duct, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0FD,0FDG8ZX,1,"Extraction of Pancreas, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0FJ,0FJB8ZZ,10,"Inspection of Hepatobiliary Duct, Via Natural or Artificial Opening Endoscopic"
0FJ,0FJ44ZZ,7,"Inspection of Gallbladder, Percutaneous Endoscopic Approach"
0FJ,0FJD8ZZ,4,"Inspection of Pancreatic Duct, Via Natural or Artificial Opening Endoscopic"
0FJ,0FJB0ZZ,2,"Inspection of Hepatobiliary Duct, Open Approach"
0FJ,0FJ04ZZ,1,"Inspection of Liver, Percutaneous Endoscopic Approach"
0FN,0FN44ZZ,2,"Release Gallbladder, Percutaneous Endoscopic Approach"
0FN,0FNG0ZZ,2,"Release Pancreas, Open Approach"
0FN,0FN00ZZ,1,"Release Liver, Open Approach"
0FP,0FPB8DZ,13,"Removal of Intraluminal Device from Hepatobiliary Duct, Via Natural or Artificial Opening Endoscopic"
0FP,0FPD8DZ,3,"Removal of Intraluminal Device from Pancreatic Duct, Via Natural or Artificial Opening Endoscopic"
0FP,0FP430Z,2,"Removal of Drainage Device from Gallbladder, Percutaneous Approach"
0FP,0FPB30Z,2,"Removal of Drainage Device from Hepatobiliary Duct, Percutaneous Approach"
0FP,0FP030Z,1,"Removal of Drainage Device from Liver, Percutaneous Approach"
0FP,0FPB0DZ,1,"Removal of Intraluminal Device from Hepatobiliary Duct, Open Approach"
0FP,0FPB3DZ,1,"Removal of Intraluminal Device from Hepatobiliary Duct, Percutaneous Approach"
0FP,0FPBX0Z,1,"Removal of Drainage Device from Hepatobiliary Duct, External Approach"
0FP,0FPGX0Z,1,"Removal of Drainage Device from Pancreas, External Approach"
0FQ,0FQ23ZZ,1,"Repair Left Lobe Liver, Percutaneous Approach"
0FS,0FS90ZZ,1,"Reposition Common Bile Duct, Open Approach"
0FS,0FSD0ZZ,1,"Reposition Pancreatic Duct, Open Approach"
0FT,0FT44ZZ,37,"Resection of Gallbladder, Percutaneous Endoscopic Approach"
0FT,0FT40ZZ,27,"Resection of Gallbladder, Open Approach"
0FT,0FT10ZZ,3,"Resection of Right Lobe Liver, Open Approach"
0FT,0FTC0ZZ,1,"Resection of Ampulla of Vater, Open Approach"
0FU,0FU907Z,1,"Supplement Common Bile Duct with Autologous Tissue Substitute, Open Approach"
0FU,0FUD07Z,1,"Supplement Pancreatic Duct with Autologous Tissue Substitute, Open Approach"
0FY,0FY00Z0,8,"Transplantation of Liver, Allogeneic, Open Approach"
0FY,0FYG0Z0,3,"Transplantation of Pancreas, Allogeneic, Open Approach"
0GB,0GB04ZX,1,"Excision of Pituitary Gland, Percutaneous Endoscopic Approach, Diagnostic"
0GB,0GB04ZZ,1,"Excision of Pituitary Gland, Percutaneous Endoscopic Approach"
0GB,0GBL0ZZ,1,"Excision of Right Superior Parathyroid Gland, Open Approach"
0GB,0GBN0ZZ,1,"Excision of Right Inferior Parathyroid Gland, Open Approach"
0GB,0GBR0ZZ,1,"Excision of Parathyroid Gland, Open Approach"
0GT,0GTK0ZZ,4,"Resection of Thyroid Gland, Open Approach"
0GT,0GT34ZZ,2,"Resection of Right Adrenal Gland, Percutaneous Endoscopic Approach"
0GT,0GT00ZZ,1,"Resection of Pituitary Gland, Open Approach"
0GT,0GT24ZZ,1,"Resection of Left Adrenal Gland, Percutaneous Endoscopic Approach"
0GT,0GT30ZZ,1,"Resection of Right Adrenal Gland, Open Approach"
0GT,0GTG0ZZ,1,"Resection of Left Thyroid Gland Lobe, Open Approach"
0GT,0GTH0ZZ,1,"Resection of Right Thyroid Gland Lobe, Open Approach"
0GT,0GTL0ZZ,1,"Resection of Right Superior Parathyroid Gland, Open Approach"
0GT,0GTM0ZZ,1,"Resection of Left Superior Parathyroid Gland, Open Approach"
0GT,0GTN0ZZ,1,"Resection of Right Inferior Parathyroid Gland, Open Approach"
0GT,0GTP0ZZ,1,"Resection of Left Inferior Parathyroid Gland, Open Approach"
0H5,0H57XZZ,1,"Destruction of Abdomen Skin, External Approach"
0H9,0H9GXZZ,5,"Drainage of Left Hand Skin, External Approach"
0H9,0H9NXZZ,3,"Drainage of Left Foot Skin, External Approach"
0H9,0H9HXZZ,2,"Drainage of Right Upper Leg Skin, External Approach"
0H9,0H9MXZZ,2,"Drainage of Right Foot Skin, External Approach"
0H9,0H90X0Z,1,"Drainage of Scalp Skin with Drainage Device, External Approach"
0H9,0H91XZX,1,"Drainage of Face Skin, External Approach, Diagnostic"
0H9,0H9FXZZ,1,"Drainage of Right Hand Skin, External Approach"
0H9,0H9KXZX,1,"Drainage of Right Lower Leg Skin, External Approach, Diagnostic"
0H9,0H9KXZZ,1,"Drainage of Right Lower Leg Skin, External Approach"
0H9,0H9LXZZ,1,"Drainage of Left Lower Leg Skin, External Approach"
0H9,0H9NXZX,1,"Drainage of Left Foot Skin, External Approach, Diagnostic"
0HB,0HBHXZZ,9,"Excision of Right Upper Leg Skin, External Approach"
0HB,0HBEXZX,8,"Excision of Left Lower Arm Skin, External Approach, Diagnostic"
0HB,0HBJXZZ,8,"Excision of Left Upper Leg Skin, External Approach"
0HB,0HB5XZX,4,"Excision of Chest Skin, External Approach, Diagnostic"
0HB,0HB6XZX,3,"Excision of Back Skin, External Approach, Diagnostic"
0HB,0HB7XZX,3,"Excision of Abdomen Skin, External Approach, Diagnostic"
0HB,0HBHXZX,3,"Excision of Right Upper Leg Skin, External Approach, Diagnostic"
0HB,0HBKXZX,3,"Excision of Right Lower Leg Skin, External Approach, Diagnostic"
0HB,0HBLXZX,3,"Excision of Left Lower Leg Skin, External Approach, Diagnostic"
0HB,0HBMXZX,3,"Excision of Right Foot Skin, External Approach, Diagnostic"
0HB,0HBT3ZX,3,"Excision of Right Breast, Percutaneous Approach, Diagnostic"
0HB,0HB0XZX,2,"Excision of Scalp Skin, External Approach, Diagnostic"
0HB,0HB7XZZ,2,"Excision of Abdomen Skin, External Approach"
0HB,0HBBXZX,2,"Excision of Right Upper Arm Skin, External Approach, Diagnostic"
0HB,0HBCXZX,2,"Excision of Left Upper Arm Skin, External Approach, Diagnostic"
0HB,0HBJXZX,2,"Excision of Left Upper Leg Skin, External Approach, Diagnostic"
0HB,0HBLXZZ,2,"Excision of Left Lower Leg Skin, External Approach"
0HB,0HBMXZZ,2,"Excision of Right Foot Skin, External Approach"
0HB,0HB0XZZ,1,"Excision of Scalp Skin, External Approach"
0HB,0HB1XZX,1,"Excision of Face Skin, External Approach, Diagnostic"
0HB,0HB3XZX,1,"Excision of Left Ear Skin, External Approach, Diagnostic"
0HB,0HB4XZZ,1,"Excision of Neck Skin, External Approach"
0HB,0HB6XZZ,1,"Excision of Back Skin, External Approach"
0HB,0HB8XZX,1,"Excision of Buttock Skin, External Approach, Diagnostic"
0HB,0HB8XZZ,1,"Excision of Buttock Skin, External Approach"
0HB,0HB9XZZ,1,"Excision of Perineum Skin, External Approach"
0HB,0HBCXZZ,1,"Excision of Left Upper Arm Skin, External Approach"
0HB,0HBDXZX,1,"Excision of Right Lower Arm Skin, External Approach, Diagnostic"
0HB,0HBFXZX,1,"Excision of Right Hand Skin, External Approach, Diagnostic"
0HB,0HBGXZX,1,"Excision of Left Hand Skin, External Approach, Diagnostic"
0HB,0HBNXZX,1,"Excision of Left Foot Skin, External Approach, Diagnostic"
0HB,0HBRXZZ,1,"Excision of Toe Nail, External Approach"
0HB,0HBV0ZZ,1,"Excision of Bilateral Breast, Open Approach"
0HC,0HC1XZZ,1,"Extirpation of Matter from Face Skin, External Approach"
0HC,0HCEXZZ,1,"Extirpation of Matter from Left Lower Arm Skin, External Approach"
0HD,0HDRXZZ,2,"Extraction of Toe Nail, External Approach"
0HD,0HD5XZZ,1,"Extraction of Chest Skin, External Approach"
0HD,0HDHXZZ,1,"Extraction of Right Upper Leg Skin, External Approach"
0HD,0HDKXZZ,1,"Extraction of Right Lower Leg Skin, External Approach"
0HD,0HDLXZZ,1,"Extraction of Left Lower Leg Skin, External Approach"
0HD,0HDMXZZ,1,"Extraction of Right Foot Skin, External Approach"
0HH,0HHV0NZ,1,"Insertion of Tissue Expander into Bilateral Breast, Open Approach"
0HJ,0HJU3ZZ,1,"Inspection of Left Breast, Percutaneous Approach"
0HP,0HPT0NZ,1,"Removal of Tissue Expander from Right Breast, Open Approach"
0HP,0HPU0JZ,1,"Removal of Synthetic Substitute from Left Breast, Open Approach"
0HQ,0HQ0XZZ,10,"Repair Scalp Skin, External Approach"
0HQ,0HQ1XZZ,8,"Repair Face Skin, External Approach"
0HQ,0HQ9XZZ,5,"Repair Perineum Skin, External Approach"
0HQ,0HQ6XZZ,3,"Repair Back Skin, External Approach"
0HQ,0HQEXZZ,2,"Repair Left Lower Arm Skin, External Approach"
0HQ,0HQJXZZ,2,"Repair Left Upper Leg Skin, External Approach"
0HQ,0HQMXZZ,2,"Repair Right Foot Skin, External Approach"
0HQ,0HQ4XZZ,1,"Repair Neck Skin, External Approach"
0HQ,0HQFXZZ,1,"Repair Right Hand Skin, External Approach"
0HQ,0HQGXZZ,1,"Repair Left Hand Skin, External Approach"
0HQ,0HQHXZZ,1,"Repair Right Upper Leg Skin, External Approach"
0HQ,0HQLXZZ,1,"Repair Left Lower Leg Skin, External Approach"
0HQ,0HQQXZZ,1,"Repair Finger Nail, External Approach"
0HR,0HRLX74,4,"Replacement of Left Lower Leg Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HRV077,4,"Replacement of Bilateral Breast using Deep Inferior Epigastric Artery Perforator Flap, Open Approach"
0HR,0HREX74,3,"Replacement of Left Lower Arm Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HRU077,3,"Replacement of Left Breast using Deep Inferior Epigastric Artery Perforator Flap, Open Approach"
0HR,0HR7X74,2,"Replacement of Abdomen Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HRKX74,2,"Replacement of Right Lower Leg Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HRMX74,2,"Replacement of Right Foot Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HRT077,2,"Replacement of Right Breast using Deep Inferior Epigastric Artery Perforator Flap, Open Approach"
0HR,0HR0X74,1,"Replacement of Scalp Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HR0XK3,1,"Replacement of Scalp Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach"
0HR,0HR7XK4,1,"Replacement of Abdomen Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HRAX74,1,"Replacement of Inguinal Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HRCX74,1,"Replacement of Left Upper Arm Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HRDX74,1,"Replacement of Right Lower Arm Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HRFX74,1,"Replacement of Right Hand Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0HR,0HRGX73,1,"Replacement of Left Hand Skin with Autologous Tissue Substitute, Full Thickness, External Approach"
0HR,0HRJX73,1,"Replacement of Left Upper Leg Skin with Autologous Tissue Substitute, Full Thickness, External Approach"
0HR,0HRJXK3,1,"Replacement of Left Upper Leg Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach"
0HR,0HRKX73,1,"Replacement of Right Lower Leg Skin with Autologous Tissue Substitute, Full Thickness, External Approach"
0HR,0HRMXK3,1,"Replacement of Right Foot Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach"
0HR,0HRT37Z,1,"Replacement of Right Breast with Autologous Tissue Substitute, Percutaneous Approach"
0HT,0HTV0ZZ,3,"Resection of Bilateral Breast, Open Approach"
0HT,0HTT0ZZ,2,"Resection of Right Breast, Open Approach"
0HX,0HX0XZZ,2,"Transfer Scalp Skin, External Approach"
0HX,0HXFXZZ,2,"Transfer Right Hand Skin, External Approach"
0HX,0HX1XZZ,1,"Transfer Face Skin, External Approach"
0HX,0HX4XZZ,1,"Transfer Neck Skin, External Approach"
0HX,0HXDXZZ,1,"Transfer Right Lower Arm Skin, External Approach"
0HX,0HXJXZZ,1,"Transfer Left Upper Leg Skin, External Approach"
0J2,0J2SXYZ,1,"Change Other Device in Head and Neck Subcutaneous Tissue and Fascia, External Approach"
0J2,0J2TXYZ,1,"Change Other Device in Trunk Subcutaneous Tissue and Fascia, External Approach"
0J8,0J8F0ZZ,1,"Division of Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach"
0J8,0J8H0ZZ,1,"Division of Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach"
0J8,0J8K0ZZ,1,"Division of Left Hand Subcutaneous Tissue and Fascia, Open Approach"
0J8,0J8P0ZZ,1,"Division of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
0J8,0J8P3ZZ,1,"Division of Left Lower Leg Subcutaneous Tissue and Fascia, Percutaneous Approach"
0J9,0J970ZZ,4,"Drainage of Back Subcutaneous Tissue and Fascia, Open Approach"
0J9,0J980ZZ,3,"Drainage of Abdomen Subcutaneous Tissue and Fascia, Open Approach"
0J9,0J9Q0ZZ,3,"Drainage of Right Foot Subcutaneous Tissue and Fascia, Open Approach"
0J9,0J910ZZ,2,"Drainage of Face Subcutaneous Tissue and Fascia, Open Approach"
0J9,0J940ZZ,2,"Drainage of Right Neck Subcutaneous Tissue and Fascia, Open Approach"
0J9,0J990ZZ,2,"Drainage of Buttock Subcutaneous Tissue and Fascia, Open Approach"
0J9,0J9B0ZZ,2,"Drainage of Perineum Subcutaneous Tissue and Fascia, Open Approach"
0J9,0J9C3ZX,2,"Drainage of Pelvic Region Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0J9,0J9L0ZZ,2,"Drainage of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach"
0J9,0J9R3ZZ,2,"Drainage of Left Foot Subcutaneous Tissue and Fascia, Percutaneous Approach"
0J9,0J9100Z,1,"Drainage of Face Subcutaneous Tissue and Fascia with Drainage Device, Open Approach"
0J9,0J943ZX,1,"Drainage of Right Neck Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0J9,0J9600Z,1,"Drainage of Chest Subcutaneous Tissue and Fascia with Drainage Device, Open Approach"
0J9,0J973ZX,1,"Drainage of Back Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0J9,0J983ZZ,1,"Drainage of Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
0J9,0J9C3ZZ,1,"Drainage of Pelvic Region Subcutaneous Tissue and Fascia, Percutaneous Approach"
0J9,0J9G0ZX,1,"Drainage of Right Lower Arm Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0J9,0J9H0ZX,1,"Drainage of Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0J9,0J9J0ZX,1,"Drainage of Right Hand Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0J9,0J9J0ZZ,1,"Drainage of Right Hand Subcutaneous Tissue and Fascia, Open Approach"
0J9,0J9J3ZX,1,"Drainage of Right Hand Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0J9,0J9L3ZZ,1,"Drainage of Right Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach"
0J9,0J9M30Z,1,"Drainage of Left Upper Leg Subcutaneous Tissue and Fascia with Drainage Device, Percutaneous Approach"
0J9,0J9M3ZX,1,"Drainage of Left Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0J9,0J9P0ZZ,1,"Drainage of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
0J9,0J9Q0ZX,1,"Drainage of Right Foot Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0J9,0J9R0ZZ,1,"Drainage of Left Foot Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBR0ZZ,17,"Excision of Left Foot Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JB80ZZ,6,"Excision of Abdomen Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBM0ZZ,6,"Excision of Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBC3ZX,4,"Excision of Pelvic Region Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0JB,0JBQ0ZZ,4,"Excision of Right Foot Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBH0ZZ,3,"Excision of Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBL0ZZ,3,"Excision of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JB70ZZ,2,"Excision of Back Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBC0ZZ,2,"Excision of Pelvic Region Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBK0ZZ,2,"Excision of Left Hand Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBP0ZZ,2,"Excision of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JB40ZZ,1,"Excision of Right Neck Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JB63ZX,1,"Excision of Chest Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0JB,0JBB0ZZ,1,"Excision of Perineum Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBF0ZX,1,"Excision of Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0JB,0JBF0ZZ,1,"Excision of Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBG0ZZ,1,"Excision of Right Lower Arm Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBL3ZX,1,"Excision of Right Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0JB,0JBL3ZZ,1,"Excision of Right Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach"
0JB,0JBM0ZX,1,"Excision of Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0JB,0JBN0ZX,1,"Excision of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0JB,0JBN0ZZ,1,"Excision of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
0JB,0JBP0ZX,1,"Excision of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0JB,0JBQ0ZX,1,"Excision of Right Foot Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0JC,0JCM0ZZ,2,"Extirpation of Matter from Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach"
0JC,0JC60ZZ,1,"Extirpation of Matter from Chest Subcutaneous Tissue and Fascia, Open Approach"
0JC,0JC80ZZ,1,"Extirpation of Matter from Abdomen Subcutaneous Tissue and Fascia, Open Approach"
0JC,0JC83ZZ,1,"Extirpation of Matter from Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
0JC,0JCM3ZZ,1,"Extirpation of Matter from Left Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach"
0JC,0JCP0ZZ,1,"Extirpation of Matter from Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JDM0ZZ,3,"Extraction of Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JD80ZZ,2,"Extraction of Abdomen Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JDL0ZZ,2,"Extraction of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JDN0ZZ,2,"Extraction of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JD40ZZ,1,"Extraction of Right Neck Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JD70ZZ,1,"Extraction of Back Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JD73ZZ,1,"Extraction of Back Subcutaneous Tissue and Fascia, Percutaneous Approach"
0JD,0JD83ZZ,1,"Extraction of Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
0JD,0JD93ZZ,1,"Extraction of Buttock Subcutaneous Tissue and Fascia, Percutaneous Approach"
0JD,0JDB0ZZ,1,"Extraction of Perineum Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JDC3ZZ,1,"Extraction of Pelvic Region Subcutaneous Tissue and Fascia, Percutaneous Approach"
0JD,0JDH0ZZ,1,"Extraction of Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JDK0ZZ,1,"Extraction of Left Hand Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JDL3ZZ,1,"Extraction of Right Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach"
0JD,0JDP0ZZ,1,"Extraction of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JDQ0ZZ,1,"Extraction of Right Foot Subcutaneous Tissue and Fascia, Open Approach"
0JD,0JDR0ZZ,1,"Extraction of Left Foot Subcutaneous Tissue and Fascia, Open Approach"
